dataset,n_features,n_samples,a,t,scoring,fraction,random_mean,f4rm_mean,paired_delta_mean,paired_delta_ci_half,wilcoxon_p,n_paired,significance
Waveform,40,5000,12,8,validation,0.05,0.5028,0.5039666666666666,0.0011666666666666585,0.009675336595568547,0.636090540132071,30,n.s.
Waveform,40,5000,12,8,fisher,1.0,0.7745,0.7796,0.005100000000000005,0.005337032745705772,0.10700031590247164,30,n.s.
Waveform,40,5000,12,8,fisher,0.75,0.7505333333333332,0.7581000000000001,0.007566666666666674,0.0076366794693772345,0.08953269760862044,30,n.s.
Waveform,40,5000,12,8,fisher,0.5,0.7215999999999999,0.7278,0.0062000000000000015,0.00966497882688514,0.2607848945934994,30,n.s.
Waveform,40,5000,12,8,fisher,0.25,0.6478666666666668,0.6510333333333335,0.003166666666666677,0.012725897293146321,0.7655012350332161,30,n.s.
Waveform,40,5000,12,8,fisher,0.1,0.5439666666666666,0.5485333333333333,0.00456666666666666,0.020284344741545623,0.3285454939952277,30,n.s.
Waveform,40,5000,12,8,fisher,0.05,0.4153666666666666,0.4256666666666667,0.010300000000000002,0.018556669553547057,0.15282812491418205,30,n.s.
SatImage,36,6430,12,8,validation,1.0,0.8386469673405911,0.8434162778641782,0.0047693105235873485,0.006928959655082426,0.2665372283464733,30,n.s.
SatImage,36,6430,12,8,validation,0.75,0.8219025401762573,0.8272939346811821,0.0053913945049248214,0.008523514087625647,0.2947974697336505,30,n.s.
SatImage,36,6430,12,8,validation,0.5,0.792431311560394,0.7970191809227581,0.004587869362363939,0.009893094535479324,0.42834454073861805,30,n.s.
SatImage,36,6430,12,8,validation,0.25,0.7203473302229135,0.7213322965266978,0.0009849663037843441,0.01708538956763546,0.8936415915787894,30,n.s.
SatImage,36,6430,12,8,validation,0.1,0.594116122343183,0.5956194919647486,0.0015033696215655645,0.01248260362809085,0.8287921244032523,30,n.s.
SatImage,36,6430,12,8,validation,0.05,0.5147226542249871,0.52265422498704,0.007931570762052876,0.011370052954294921,0.12541825262679365,30,n.s.
SatImage,36,6430,12,8,fisher,1.0,0.8386469673405911,0.8434162778641782,0.0047693105235873485,0.006928959655082426,0.2665372283464733,30,n.s.
SatImage,36,6430,12,8,fisher,0.75,0.8168481078278902,0.8237687921202697,0.0069206842923794564,0.009660969035849325,0.24922939545996248,30,n.s.
SatImage,36,6430,12,8,fisher,0.5,0.7761016070502851,0.7831518921721099,0.007050285121824777,0.01349083891895255,0.28936620615422726,30,n.s.
SatImage,36,6430,12,8,fisher,0.25,0.686599274235355,0.7033177812337998,0.016718506998444797,0.012932827463829554,0.0686623526467772,30,n.s.
SatImage,36,6430,12,8,fisher,0.1,0.5168481078278901,0.5285381026438569,0.01168999481596682,0.02551159185069182,0.41124443868708205,30,n.s.
SatImage,36,6430,12,8,fisher,0.05,0.42413167444271643,0.42864178330741315,0.0045101088646967305,0.02895039241085678,0.9017772421002545,30,n.s.
Pendigits,16,10992,13,8,validation,1.0,0.9612854327724724,0.9695012884644536,0.008215855691981215,0.0016878709271122923,3.4965105027168204e-06,30,+++
Pendigits,16,10992,13,8,validation,0.75,0.9530089434591481,0.962634530847355,0.009625587388206755,0.0021213577214499574,2.460261012875024e-06,30,+++
Pendigits,16,10992,13,8,validation,0.5,0.921221767470062,0.9376837956646961,0.016462028194633927,0.0057897033159497215,2.5954356003648804e-05,30,+++
Pendigits,16,10992,13,8,validation,0.25,0.7739578596331669,0.8189934818857056,0.04503562225253903,0.013997048050227974,1.991167664527893e-06,30,+++
Pendigits,16,10992,13,8,validation,0.1,0.5821737153251477,0.6420342579960588,0.05986054267091102,0.02147978596585077,3.892380669703175e-05,30,+++
Pendigits,16,10992,13,8,validation,0.05,0.5821737153251477,0.6420342579960588,0.05986054267091102,0.02147978596585077,3.892380669703175e-05,30,+++
Pendigits,16,10992,13,8,fisher,1.0,0.9612854327724724,0.9695012884644536,0.008215855691981215,0.0016878709271122923,3.4965105027168204e-06,30,+++
Pendigits,16,10992,13,8,fisher,0.75,0.9495376686372594,0.9600879187509475,0.01055025011368805,0.0037175734584354923,4.849085907171471e-05,30,+++
Pendigits,16,10992,13,8,fisher,0.5,0.8968925269061694,0.925936031529483,0.029043504623313645,0.005530993217934029,1.919722783767457e-06,30,+++
Pendigits,16,10992,13,8,fisher,0.25,0.6830529028346219,0.7456268000606338,0.0625738972260118,0.027188874511646657,0.00013589213392036818,30,+++
Pendigits,16,10992,13,8,fisher,0.1,0.4503410641200547,0.5228134000303168,0.07247233591026227,0.03852789231031653,0.0012321043759584427,30,+++
Pendigits,16,10992,13,8,fisher,0.05,0.4503410641200547,0.5228134000303168,0.07247233591026227,0.03852789231031653,0.0012321043759584427,30,+++
EEG Eye State,14,14980,13,8,validation,1.0,0.7020805518469071,0.7404205607476636,0.03834000890075658,0.004066169200787187,1.862645149230957e-09,30,+++
EEG Eye State,14,14980,13,8,validation,0.75,0.6926012461059191,0.7262349799732976,0.033633733867378744,0.004578760647253237,1.7333066441991056e-06,30,+++
EEG Eye State,14,14980,13,8,validation,0.5,0.6626390743213174,0.6898308856252782,0.02719181130396082,0.004965639489690516,1.7322162331441138e-06,30,+++
EEG Eye State,14,14980,13,8,validation,0.25,0.6268802848242099,0.6472630173564754,0.020382732532265246,0.005635981784841946,6.331997573050555e-06,30,+++
EEG Eye State,14,14980,13,8,validation,0.1,0.5974855362705829,0.6114263462394304,0.01394080996884735,0.004393662547344742,2.473779753044063e-05,30,+++
EEG Eye State,14,14980,13,8,validation,0.05,0.5974855362705829,0.6114263462394304,0.01394080996884735,0.004393662547344742,2.473779753044063e-05,30,+++
EEG Eye State,14,14980,13,8,fisher,1.0,0.7020805518469071,0.7404205607476636,0.03834000890075658,0.004066169200787187,1.862645149230957e-09,30,+++
EEG Eye State,14,14980,13,8,fisher,0.75,0.6843346684468179,0.7206831330663106,0.036348464619492635,0.005034179002234409,1.7300371292901247e-06,30,+++
EEG Eye State,14,14980,13,8,fisher,0.5,0.6421117044948821,0.6738095238095239,0.03169781931464174,0.00515346225313949,1.917328010935302e-06,30,+++
EEG Eye State,14,14980,13,8,fisher,0.25,0.6031931464174456,0.627225189141077,0.0240320427236315,0.006085312742145231,4.499601279304397e-06,30,+++
EEG Eye State,14,14980,13,8,fisher,0.1,0.5838785046728973,0.593558077436582,0.009679572763684911,0.005612458845857587,0.007261791182754708,30,n.s.
EEG Eye State,14,14980,13,8,fisher,0.05,0.5838785046728973,0.593558077436582,0.009679572763684911,0.005612458845857587,0.007261791182754708,30,n.s.
Magic Gamma,10,19020,14,8,validation,1.0,0.7717665615141956,0.7871188222923238,0.015352260778128287,0.004100719933328386,2.125320373457453e-06,30,+++
Magic Gamma,10,19020,14,8,validation,0.75,0.7636084822993342,0.7771381002453557,0.013529617946021725,0.004651267267606414,2.4774515480681767e-05,30,+++
Magic Gamma,10,19020,14,8,validation,0.5,0.7530669470732563,0.766079565369786,0.013012618296529962,0.005374726765315247,8.903407221320523e-05,30,+++
Magic Gamma,10,19020,14,8,validation,0.25,0.7378987031195233,0.7485629162285314,0.010664213109008058,0.005870911405684204,0.001052132024788418,30,+++
Magic Gamma,10,19020,14,8,validation,0.1,0.7123817034700315,0.7194006309148264,0.0070189274447949495,0.005979242594510747,0.01565573468679806,30,n.s.
Magic Gamma,10,19020,14,8,validation,0.05,0.7123817034700315,0.7194006309148264,0.0070189274447949495,0.005979242594510747,0.01565573468679806,30,n.s.
Magic Gamma,10,19020,14,8,fisher,1.0,0.7717665615141956,0.7871188222923238,0.015352260778128287,0.004100719933328386,2.125320373457453e-06,30,+++
Magic Gamma,10,19020,14,8,fisher,0.75,0.7496407290571329,0.7648527865404837,0.01521205748335086,0.007472266772058303,0.000689134711258148,30,+++
Magic Gamma,10,19020,14,8,fisher,0.5,0.7337539432176656,0.7464511041009463,0.012697160883280744,0.01113661612302363,0.02242176748603308,30,n.s.
Magic Gamma,10,19020,14,8,fisher,0.25,0.7098054679284964,0.7223624255169997,0.01255695758850333,0.01296541895779302,0.0786308531621723,30,n.s.
Magic Gamma,10,19020,14,8,fisher,0.1,0.6877409744128987,0.6899929898352609,0.0022520154223624076,0.013361726740843115,0.765513273408791,30,n.s.
Magic Gamma,10,19020,14,8,fisher,0.05,0.6877409744128987,0.6899929898352609,0.0022520154223624076,0.013361726740843115,0.765513273408791,30,n.s.
Letter Recognition,16,20000,14,8,validation,1.0,0.8473166666666668,0.8674833333333332,0.020166666666666683,0.0024575729702726143,1.7278603148724105e-06,30,+++
Letter Recognition,16,20000,14,8,validation,0.75,0.8245416666666667,0.8468416666666666,0.0223,0.004462220322540851,1.862645149230957e-09,30,+++
Letter Recognition,16,20000,14,8,validation,0.5,0.7510083333333333,0.7751083333333334,0.0241,0.008726719632269038,0.00011345469513631056,30,+++
Letter Recognition,16,20000,14,8,validation,0.25,0.5153166666666666,0.5488083333333333,0.03349166666666667,0.015156105188303732,0.00020912662148475647,30,+++
Letter Recognition,16,20000,14,8,validation,0.1,0.31846666666666673,0.3542083333333333,0.035741666666666665,0.016167635732183674,0.0008617498085756175,30,+++
Letter Recognition,16,20000,14,8,validation,0.05,0.31846666666666673,0.3542083333333333,0.035741666666666665,0.016167635732183674,0.0008617498085756175,30,+++
Letter Recognition,16,20000,14,8,fisher,1.0,0.8473166666666668,0.8674833333333332,0.020166666666666683,0.0024575729702726143,1.7278603148724105e-06,30,+++
Letter Recognition,16,20000,14,8,fisher,0.75,0.817275,0.8453083333333333,0.028033333333333337,0.003993496256726733,1.7333066441991056e-06,30,+++
Letter Recognition,16,20000,14,8,fisher,0.5,0.7132666666666666,0.7606749999999999,0.047408333333333316,0.010146382374202387,3.5390257835388184e-08,30,+++
Letter Recognition,16,20000,14,8,fisher,0.25,0.42227500000000007,0.49931666666666674,0.07704166666666665,0.023516820925795625,1.862645149230957e-09,30,+++
Letter Recognition,16,20000,14,8,fisher,0.1,0.23706666666666668,0.2815333333333333,0.04446666666666667,0.022678636348011844,0.0011134624274999963,30,+++
Letter Recognition,16,20000,14,8,fisher,0.05,0.23706666666666668,0.2815333333333333,0.04446666666666667,0.022678636348011844,0.0011134624274999963,30,+++
