f4rm_system,baseline_system,dataset,classification,f4rm_n_frontier_points,baseline_n_frontier_points,f4rm_acc_min,f4rm_acc_max,f4rm_mem_min,f4rm_mem_max,baseline_acc_min,baseline_acc_max,baseline_mem_min,baseline_mem_max,n_joint_envelope_points,n_joint_envelope_from_f4rm,n_joint_envelope_from_baseline
Random-WiSARD-cuckoo,CatBoost,Breast Cancer,mixed,9,1,0.9017543859649123,0.9614035087719298,239.6,18148.8,0.9754385964912281,0.9754385964912281,40836.8,40836.8,10,9,1
Random-WiSARD-cuckoo,CatBoost,EEG Eye State,mixed,37,3,0.5510680907877169,0.9371161548731642,116.2,724750.2,0.8093012906097018,0.9561637739207832,40874.666666666664,2112482.6666666665,39,37,2
Random-WiSARD-cuckoo,CatBoost,Ecoli,mixed,7,4,0.7705882352941177,0.8705882352941178,116.2,5427.6,0.8705882352941178,0.9117647058823529,128564.8,1741648.0,10,7,3
Random-WiSARD-cuckoo,CatBoost,Glass,mixed,11,2,0.5581395348837208,0.7674418604651163,174.0,7522.4,0.7751937984496123,0.8093023255813954,104328.0,104486.4,13,11,2
Random-WiSARD-cuckoo,CatBoost,Haberman,mixed,5,1,0.7419354838709677,0.7483870967741936,24.6,225.4,0.7548387096774193,0.7548387096774193,39131.2,39131.2,6,5,1
Random-WiSARD-cuckoo,CatBoost,Ionosphere,mixed,13,1,0.38591549295774646,0.9492957746478872,265.8,17471.6,0.9530516431924884,0.9530516431924884,41229.333333333336,41229.333333333336,14,13,1
Random-WiSARD-cuckoo,CatBoost,Iris,f4rm_strict_dominates,3,2,0.8666666666666668,0.9666666666666668,24.6,3156.6,0.9533333333333334,0.9555555555555556,64795.2,65120.0,3,3,0
Random-WiSARD-cuckoo,CatBoost,Letter Recognition,mixed,28,3,0.08954999999999999,0.9536,1662.4,923124.0,0.8528333333333333,0.9645833333333332,360672.0,27700168.0,29,28,1
Random-WiSARD-cuckoo,CatBoost,Magic Gamma,mixed,27,3,0.6482649842271293,0.8684016824395373,82.0,333119.0,0.8675955134945671,0.8864353312302838,40770.666666666664,2113229.3333333335,21,18,3
Random-WiSARD-cuckoo,CatBoost,Pendigits,mixed,19,3,0.344974988631196,0.9895407003183265,583.8,324562.6,0.9777171441564348,0.9910565408519023,156533.33333333334,11329128.0,20,19,1
Random-WiSARD-cuckoo,CatBoost,Pima Diabetes,f4rm_strict_dominates,13,1,0.6493506493506493,0.7675324675324675,65.0,5210.8,0.7662337662337663,0.7662337662337663,40357.333333333336,40357.333333333336,13,13,0
Random-WiSARD-cuckoo,CatBoost,SatImage,mixed,25,3,0.35769828926905134,0.9087091757387247,865.6,505156.6,0.8939865215137376,0.9212026956972524,105736.0,7233554.666666667,26,24,2
Random-WiSARD-cuckoo,CatBoost,Seeds,mixed,5,4,0.8476190476190476,0.9380952380952381,61.6,340.8,0.9238095238095237,0.9523809523809524,66094.4,4085610.6666666665,7,5,2
Random-WiSARD-cuckoo,CatBoost,Segment,mixed,24,3,0.5220779220779221,0.9701298701298701,406.2,117951.0,0.9704184704184704,0.9812409812409811,118170.66666666667,8257994.666666667,27,24,3
Random-WiSARD-cuckoo,CatBoost,Steel Plates,mixed,21,1,0.6529562982005142,0.9830334190231362,231.8,229136.2,1.0,1.0,40440.0,40440.0,19,18,1
Random-WiSARD-cuckoo,CatBoost,Vehicle,mixed,15,2,0.38588235294117645,0.7482352941176471,278.0,57124.8,0.7411764705882353,0.7647058823529411,79354.66666666667,366501.3333333333,16,15,1
Random-WiSARD-cuckoo,CatBoost,Waveform,mixed,12,2,0.343,0.8486,502.6,188580.6,0.8556666666666667,0.8613333333333334,67594.66666666667,306344.0,12,10,2
Random-WiSARD-cuckoo,CatBoost,Wine,mixed,8,2,0.9055555555555556,0.9888888888888889,134.6,1389.8,0.9722222222222221,0.9907407407407408,66233.6,66426.66666666667,9,8,1
Random-WiSARD-cuckoo,CatBoost,Yeast,mixed,19,1,0.3191919191919192,0.6161616161616161,237.2,56263.4,0.6464646464646465,0.6464646464646465,155178.66666666666,155178.66666666666,20,19,1
Random-WiSARD-cuckoo,MLP,Balance Scale,mixed,11,22,0.22399999999999998,0.9008,48.6,3686.4,0.7712,0.9103999999999999,1036.0,700940.0,13,11,2
Random-WiSARD-cuckoo,MLP,Banknote,f4rm_strict_dominates,21,14,0.5563636363636364,1.0,31.0,2720.0,0.7258181818181818,0.9905454545454546,772.0,169988.0,21,21,0
Random-WiSARD-cuckoo,MLP,Breast Cancer,f4rm_strict_dominates,9,8,0.9017543859649123,0.9614035087719298,239.6,18148.8,0.9175438596491228,0.9491228070175438,4100.0,753668.0,9,9,0
Random-WiSARD-cuckoo,MLP,EEG Eye State,f4rm_strict_dominates,37,2,0.5510680907877169,0.9371161548731642,116.2,724750.2,0.5511793502447707,0.5511793502447707,4100.0,4100.0,37,37,0
Random-WiSARD-cuckoo,MLP,Ecoli,f4rm_strict_dominates,7,12,0.7705882352941177,0.8705882352941178,116.2,5427.6,0.3176470588235294,0.8029411764705883,2080.0,708384.0,7,7,0
Random-WiSARD-cuckoo,MLP,Glass,f4rm_strict_dominates,11,20,0.5581395348837208,0.7674418604651163,174.0,7522.4,0.25116279069767444,0.46976744186046515,2072.0,711960.0,11,11,0
Random-WiSARD-cuckoo,MLP,Haberman,f4rm_strict_dominates,5,16,0.7419354838709677,0.7483870967741936,24.6,225.4,0.632258064516129,0.7419354838709677,644.0,9476.0,5,5,0
Random-WiSARD-cuckoo,MLP,Ionosphere,f4rm_strict_dominates,13,18,0.38591549295774646,0.9492957746478872,265.8,17471.6,0.6676056338028169,0.9408450704225352,4612.0,761860.0,13,13,0
Random-WiSARD-cuckoo,MLP,Iris,f4rm_strict_dominates,3,22,0.8666666666666668,0.9666666666666668,24.6,3156.6,0.3466666666666667,0.8800000000000001,1036.0,700940.0,3,3,0
Random-WiSARD-cuckoo,MLP,Letter Recognition,mixed,28,4,0.08954999999999999,0.9536,1662.4,923124.0,0.81,0.9501666666666667,11112.0,705128.0,26,22,4
Random-WiSARD-cuckoo,MLP,Magic Gamma,mixed,27,4,0.6482649842271293,0.8684016824395373,82.0,333119.0,0.8533999298983526,0.8740799158780231,3076.0,679940.0,17,13,4
Random-WiSARD-cuckoo,MLP,Pendigits,mixed,19,12,0.344974988631196,0.9895407003183265,583.8,324562.6,0.9738972260118235,0.9919054115507049,3496.0,727336.0,22,10,12
Random-WiSARD-cuckoo,MLP,Pima Diabetes,mixed,13,14,0.6493506493506493,0.7675324675324675,65.0,5210.8,0.6428571428571429,0.774025974025974,1284.0,708612.0,15,13,2
Random-WiSARD-cuckoo,MLP,SatImage,f4rm_strict_dominates,25,12,0.35769828926905134,0.9087091757387247,865.6,505156.6,0.8300155520995334,0.8953343701399689,5528.0,767256.0,25,25,0
Random-WiSARD-cuckoo,MLP,Seeds,f4rm_strict_dominates,5,20,0.8476190476190476,0.9380952380952381,61.6,340.8,0.5142857142857142,0.9238095238095237,1420.0,707084.0,5,5,0
Random-WiSARD-cuckoo,MLP,Segment,f4rm_strict_dominates,24,12,0.5220779220779221,0.9701298701298701,406.2,117951.0,0.8523809523809524,0.9584415584415584,3484.0,186908.0,24,24,0
Random-WiSARD-cuckoo,MLP,Steel Plates,mixed,21,8,0.6529562982005142,0.9830334190231362,231.8,229136.2,0.9367609254498716,0.9994858611825193,4484.0,50692.0,19,11,8
Random-WiSARD-cuckoo,MLP,Vehicle,f4rm_strict_dominates,15,12,0.38588235294117645,0.7482352941176471,278.0,57124.8,0.40705882352941175,0.7047058823529412,2960.0,729872.0,15,15,0
Random-WiSARD-cuckoo,MLP,Waveform,mixed,12,4,0.343,0.8486,502.6,188580.6,0.8635999999999999,0.865,5644.0,774668.0,10,6,4
Random-WiSARD-cuckoo,MLP,Wine,f4rm_strict_dominates,8,10,0.9055555555555556,0.9888888888888889,134.6,1389.8,0.5555555555555556,0.9333333333333333,2188.0,179724.0,8,8,0
Random-WiSARD-cuckoo,MLP,Yeast,f4rm_strict_dominates,19,10,0.3191919191919192,0.6161616161616161,237.2,56263.4,0.30505050505050507,0.6,2472.0,710952.0,19,19,0
Random-WiSARD-cuckoo,FT-Transformer,Balance Scale,mixed,11,2,0.22399999999999998,0.9008,48.6,3686.4,0.8506666666666667,0.9066666666666667,69548.0,270684.0,12,11,1
Random-WiSARD-cuckoo,FT-Transformer,Banknote,f4rm_strict_dominates,21,3,0.5563636363636364,1.0,31.0,2720.0,0.9672727272727273,0.9987878787878787,69416.0,404224.0,21,21,0
Random-WiSARD-cuckoo,FT-Transformer,Breast Cancer,f4rm_strict_dominates,9,2,0.9017543859649123,0.9614035087719298,239.6,18148.8,0.8391812865497076,0.9415204678362573,76072.0,283736.0,9,9,0
Random-WiSARD-cuckoo,FT-Transformer,EEG Eye State,f4rm_strict_dominates,37,2,0.5510680907877169,0.9371161548731642,116.2,724750.2,0.5511793502447707,0.5512906097018245,71976.0,409344.0,37,37,0
Random-WiSARD-cuckoo,FT-Transformer,Ecoli,f4rm_strict_dominates,7,3,0.7705882352941177,0.8705882352941178,116.2,5427.6,0.4264705882352941,0.573529411764706,70976.0,407320.0,7,7,0
Random-WiSARD-cuckoo,FT-Transformer,Glass,f4rm_strict_dominates,11,4,0.5581395348837208,0.7674418604651163,174.0,7522.4,0.3488372093023256,0.3953488372093023,71224.0,407824.0,11,11,0
Random-WiSARD-cuckoo,FT-Transformer,Haberman,f4rm_strict_dominates,5,3,0.7419354838709677,0.7483870967741936,24.6,225.4,0.7419354838709676,0.7473118279569894,69160.0,403712.0,5,5,0
Random-WiSARD-cuckoo,FT-Transformer,Ionosphere,f4rm_strict_dominates,13,4,0.38591549295774646,0.9492957746478872,265.8,17471.6,0.647887323943662,0.7887323943661971,77096.0,419584.0,13,13,0
Random-WiSARD-cuckoo,FT-Transformer,Iris,f4rm_strict_dominates,3,2,0.8666666666666668,0.9666666666666668,24.6,3156.6,0.7888888888888889,0.9,69548.0,270684.0,3,3,0
Random-WiSARD-cuckoo,FT-Transformer,Letter Recognition,f4rm_strict_dominates,28,3,0.08954999999999999,0.9536,1662.4,923124.0,0.7179166666666666,0.8930833333333332,75656.0,416608.0,28,28,0
Random-WiSARD-cuckoo,FT-Transformer,Magic Gamma,mixed,27,2,0.6482649842271293,0.8684016824395373,82.0,333119.0,0.853925692253768,0.8643533123028391,70952.0,273496.0,28,27,1
Random-WiSARD-cuckoo,FT-Transformer,Pendigits,f4rm_strict_dominates,19,3,0.344974988631196,0.9895407003183265,583.8,324562.6,0.9410338032438986,0.9869637714112476,73544.0,412448.0,19,19,0
Random-WiSARD-cuckoo,FT-Transformer,Pima Diabetes,f4rm_strict_dominates,13,3,0.6493506493506493,0.7675324675324675,65.0,5210.8,0.6666666666666666,0.7575757575757577,70440.0,406272.0,13,13,0
Random-WiSARD-cuckoo,FT-Transformer,SatImage,f4rm_strict_dominates,25,2,0.35769828926905134,0.9087091757387247,865.6,505156.6,0.8499222395023328,0.8709175738724729,78136.0,287848.0,25,25,0
Random-WiSARD-cuckoo,FT-Transformer,Seeds,f4rm_strict_dominates,5,2,0.8476190476190476,0.9380952380952381,61.6,340.8,0.6587301587301587,0.9047619047619048,70316.0,272220.0,5,5,0
Random-WiSARD-cuckoo,FT-Transformer,Segment,f4rm_strict_dominates,24,3,0.5220779220779221,0.9701298701298701,406.2,117951.0,0.8225108225108224,0.9235209235209235,73916.0,413204.0,24,24,0
Random-WiSARD-cuckoo,FT-Transformer,Steel Plates,mixed,21,2,0.6529562982005142,0.9830334190231362,231.8,229136.2,0.8414738646101113,1.0,76840.0,285272.0,22,21,1
Random-WiSARD-cuckoo,FT-Transformer,Vehicle,f4rm_strict_dominates,15,3,0.38588235294117645,0.7482352941176471,278.0,57124.8,0.38823529411764707,0.596078431372549,73264.0,411912.0,15,15,0
Random-WiSARD-cuckoo,FT-Transformer,Waveform,mixed,12,3,0.343,0.8486,502.6,188580.6,0.8413333333333334,0.8673333333333333,78764.0,422916.0,14,11,3
Random-WiSARD-cuckoo,FT-Transformer,Wine,f4rm_strict_dominates,8,3,0.9055555555555556,0.9888888888888889,134.6,1389.8,0.4259259259259259,0.9074074074074074,71852.0,409092.0,8,8,0
Random-WiSARD-cuckoo,FT-Transformer,Yeast,f4rm_strict_dominates,19,2,0.3191919191919192,0.6161616161616161,237.2,56263.4,0.3041526374859708,0.4927048260381594,71496.0,274552.0,19,19,0
Random-WiSARD-cuckoo,BTHOWeN,Balance Scale,mixed,11,4,0.22399999999999998,0.9008,48.6,3686.4,0.6896,0.8496,48.0,1152.0,9,6,3
Random-WiSARD-cuckoo,BTHOWeN,Banknote,mixed,21,6,0.5563636363636364,1.0,31.0,2720.0,0.8880000000000001,0.992,32.0,1024.0,21,16,5
Random-WiSARD-cuckoo,BTHOWeN,Breast Cancer,mixed,9,5,0.9017543859649123,0.9614035087719298,239.6,18148.8,0.6263157894736843,0.9596491228070174,128.0,7168.0,12,8,4
Random-WiSARD-cuckoo,BTHOWeN,EEG Eye State,mixed,37,5,0.5510680907877169,0.9371161548731642,116.2,724750.2,0.5560747663551402,0.580173564753004,64.0,640.0,35,30,5
Random-WiSARD-cuckoo,BTHOWeN,Ecoli,f4rm_strict_dominates,7,6,0.7705882352941177,0.8705882352941178,116.2,5427.6,0.5470588235294118,0.8411764705882353,128.0,7168.0,7,7,0
Random-WiSARD-cuckoo,BTHOWeN,Glass,mixed,11,4,0.5581395348837208,0.7674418604651163,174.0,7522.4,0.4511627906976744,0.6744186046511629,96.0,672.0,12,11,1
Random-WiSARD-cuckoo,BTHOWeN,Haberman,mixed,5,2,0.7419354838709677,0.7483870967741936,24.6,225.4,0.7483870967741936,0.7516129032258064,32.0,64.0,6,4,2
Random-WiSARD-cuckoo,BTHOWeN,Ionosphere,mixed,13,5,0.38591549295774646,0.9492957746478872,265.8,17471.6,0.6338028169014084,0.9183098591549296,128.0,3072.0,12,8,4
Random-WiSARD-cuckoo,BTHOWeN,Iris,f4rm_strict_dominates,3,5,0.8666666666666668,0.9666666666666668,24.6,3156.6,0.8666666666666668,0.96,48.0,288.0,3,3,0
Random-WiSARD-cuckoo,BTHOWeN,Letter Recognition,mixed,28,10,0.08954999999999999,0.9536,1662.4,923124.0,0.24609999999999999,0.900925,832.0,79872.0,24,17,7
Random-WiSARD-cuckoo,BTHOWeN,Magic Gamma,mixed,27,6,0.6482649842271293,0.8684016824395373,82.0,333119.0,0.6698738170347003,0.7874868559411146,64.0,7680.0,21,16,5
Random-WiSARD-cuckoo,BTHOWeN,Pendigits,mixed,19,8,0.344974988631196,0.9895407003183265,583.8,324562.6,0.40545702592087307,0.9757162346521145,320.0,20480.0,17,10,7
Random-WiSARD-cuckoo,BTHOWeN,Pima Diabetes,mixed,13,7,0.6493506493506493,0.7675324675324675,65.0,5210.8,0.6441558441558441,0.7337662337662337,32.0,6144.0,10,5,5
Random-WiSARD-cuckoo,BTHOWeN,SatImage,mixed,25,9,0.35769828926905134,0.9087091757387247,865.6,505156.6,0.6782270606531882,0.8796267496111975,384.0,26112.0,23,17,6
Random-WiSARD-cuckoo,BTHOWeN,Seeds,mixed,5,6,0.8476190476190476,0.9380952380952381,61.6,340.8,0.6619047619047619,0.9095238095238095,48.0,2112.0,6,5,1
Random-WiSARD-cuckoo,BTHOWeN,Segment,mixed,24,7,0.5220779220779221,0.9701298701298701,406.2,117951.0,0.7943722943722944,0.9415584415584416,336.0,12544.0,21,16,5
Random-WiSARD-cuckoo,BTHOWeN,Steel Plates,mixed,21,8,0.6529562982005142,0.9830334190231362,231.8,229136.2,0.6735218508997429,0.8910025706940875,128.0,7680.0,20,13,7
Random-WiSARD-cuckoo,BTHOWeN,Vehicle,mixed,15,9,0.38588235294117645,0.7482352941176471,278.0,57124.8,0.3870588235294118,0.6905882352941177,128.0,4608.0,18,12,6
Random-WiSARD-cuckoo,BTHOWeN,Waveform,mixed,12,7,0.343,0.8486,502.6,188580.6,0.3386,0.8154,240.0,11520.0,11,4,7
Random-WiSARD-cuckoo,BTHOWeN,Wine,mixed,8,8,0.9055555555555556,0.9888888888888889,134.6,1389.8,0.4722222222222222,0.9666666666666666,96.0,2496.0,9,8,1
Random-WiSARD-cuckoo,BTHOWeN,Yeast,mixed,19,7,0.3191919191919192,0.6161616161616161,237.2,56263.4,0.32861952861952864,0.5252525252525253,160.0,30720.0,16,12,4
Random-WiSARD-cuckoo,DWN,Balance Scale,f4rm_strict_dominates,11,3,0.22399999999999998,0.9008,48.6,3686.4,0.7679999999999999,0.8213333333333334,5382.0,47936.0,11,11,0
Random-WiSARD-cuckoo,DWN,Banknote,f4rm_strict_dominates,21,3,0.5563636363636364,1.0,31.0,2720.0,0.9466666666666667,0.9927272727272727,5400.0,48000.0,21,21,0
Random-WiSARD-cuckoo,DWN,Breast Cancer,mixed,9,2,0.9017543859649123,0.9614035087719298,239.6,18148.8,0.935672514619883,0.9649122807017543,5400.0,24000.0,10,9,1
Random-WiSARD-cuckoo,DWN,EEG Eye State,mixed,37,4,0.5510680907877169,0.9371161548731642,116.2,724750.2,0.7997329773030707,0.8854027592345349,5400.0,96000.0,28,24,4
Random-WiSARD-cuckoo,DWN,Ecoli,f4rm_strict_dominates,7,3,0.7705882352941177,0.8705882352941178,116.2,5427.6,0.8186274509803922,0.8676470588235294,5328.0,47872.0,7,7,0
Random-WiSARD-cuckoo,DWN,Glass,f4rm_strict_dominates,11,3,0.5581395348837208,0.7674418604651163,174.0,7522.4,0.6201550387596899,0.7286821705426357,5328.0,95872.0,11,11,0
Random-WiSARD-cuckoo,DWN,Haberman,f4rm_strict_dominates,5,1,0.7419354838709677,0.7483870967741936,24.6,225.4,0.6989247311827956,0.6989247311827956,5400.0,5400.0,5,5,0
Random-WiSARD-cuckoo,DWN,Ionosphere,f4rm_strict_dominates,13,2,0.38591549295774646,0.9492957746478872,265.8,17471.6,0.9014084507042254,0.9107981220657276,5400.0,48000.0,13,13,0
Random-WiSARD-cuckoo,DWN,Iris,f4rm_strict_dominates,3,1,0.8666666666666668,0.9666666666666668,24.6,3156.6,0.9555555555555556,0.9555555555555556,5382.0,5382.0,3,3,0
Random-WiSARD-cuckoo,DWN,Letter Recognition,mixed,28,4,0.08954999999999999,0.9536,1662.4,923124.0,0.47625,0.9398333333333332,5004.0,95616.0,28,26,2
Random-WiSARD-cuckoo,DWN,Magic Gamma,mixed,27,3,0.6482649842271293,0.8684016824395373,82.0,333119.0,0.806869961444094,0.8214160532772521,5400.0,96000.0,28,27,1
Random-WiSARD-cuckoo,DWN,Pendigits,mixed,19,4,0.344974988631196,0.9895407003183265,583.8,324562.6,0.9173866909201153,0.9886311959981811,5400.0,96000.0,21,19,2
Random-WiSARD-cuckoo,DWN,Pima Diabetes,f4rm_strict_dominates,13,2,0.6493506493506493,0.7675324675324675,65.0,5210.8,0.6969696969696969,0.7164502164502164,5400.0,24000.0,13,13,0
Random-WiSARD-cuckoo,DWN,SatImage,mixed,25,3,0.35769828926905134,0.9087091757387247,865.6,505156.6,0.8639191290824261,0.9061689994815967,5328.0,47936.0,21,19,2
Random-WiSARD-cuckoo,DWN,Seeds,f4rm_strict_dominates,5,1,0.8476190476190476,0.9380952380952381,61.6,340.8,0.9206349206349206,0.9206349206349206,5382.0,5382.0,5,5,0
Random-WiSARD-cuckoo,DWN,Segment,mixed,24,3,0.5220779220779221,0.9701298701298701,406.2,117951.0,0.9285714285714285,0.9747474747474748,5364.0,47904.0,22,21,1
Random-WiSARD-cuckoo,DWN,Steel Plates,mixed,21,1,0.6529562982005142,0.9830334190231362,231.8,229136.2,1.0,1.0,5400.0,5400.0,13,12,1
Random-WiSARD-cuckoo,DWN,Vehicle,f4rm_strict_dominates,15,3,0.38588235294117645,0.7482352941176471,278.0,57124.8,0.688235294117647,0.7450980392156863,5400.0,96000.0,15,15,0
Random-WiSARD-cuckoo,DWN,Waveform,mixed,12,2,0.343,0.8486,502.6,188580.6,0.8163333333333332,0.8286666666666666,5382.0,47936.0,12,10,2
Random-WiSARD-cuckoo,DWN,Wine,f4rm_strict_dominates,8,2,0.9055555555555556,0.9888888888888889,134.6,1389.8,0.9537037037037037,0.9722222222222222,5382.0,95968.0,8,8,0
Random-WiSARD-cuckoo,DWN,Yeast,f4rm_strict_dominates,19,3,0.3191919191919192,0.6161616161616161,237.2,56263.4,0.494949494949495,0.5757575757575757,5400.0,48000.0,19,19,0
Random-WiSARD-cuckoo,ULEEN,Balance Scale,mixed,11,6,0.22399999999999998,0.9008,48.6,3686.4,0.5439999999999999,0.88,72.0,2560.0,13,11,2
Random-WiSARD-cuckoo,ULEEN,Banknote,mixed,21,5,0.5563636363636364,1.0,31.0,2720.0,0.9018181818181819,0.9866666666666667,48.0,2080.0,22,21,1
Random-WiSARD-cuckoo,ULEEN,Breast Cancer,mixed,9,4,0.9017543859649123,0.9614035087719298,239.6,18148.8,0.9093567251461989,0.9590643274853802,272.0,5328.0,12,8,4
Random-WiSARD-cuckoo,ULEEN,EEG Eye State,mixed,37,4,0.5510680907877169,0.9371161548731642,116.2,724750.2,0.5657543391188251,0.6637739207832666,144.0,1920.0,35,31,4
Random-WiSARD-cuckoo,ULEEN,Ecoli,mixed,7,5,0.7705882352941177,0.8705882352941178,116.2,5427.6,0.5,0.9019607843137255,320.0,7040.0,8,7,1
Random-WiSARD-cuckoo,ULEEN,Glass,f4rm_strict_dominates,11,3,0.5581395348837208,0.7674418604651163,174.0,7522.4,0.3488372093023256,0.6666666666666666,288.0,1536.0,11,11,0
Random-WiSARD-cuckoo,ULEEN,Haberman,f4rm_strict_dominates,5,4,0.7419354838709677,0.7483870967741936,24.6,225.4,0.6451612903225806,0.7365591397849464,48.0,480.0,5,5,0
Random-WiSARD-cuckoo,ULEEN,Ionosphere,mixed,13,3,0.38591549295774646,0.9492957746478872,265.8,17471.6,0.7230046948356806,0.948356807511737,304.0,2688.0,10,7,3
Random-WiSARD-cuckoo,ULEEN,Iris,f4rm_strict_dominates,3,4,0.8666666666666668,0.9666666666666668,24.6,3156.6,0.39999999999999997,0.9,72.0,2560.0,3,3,0
Random-WiSARD-cuckoo,ULEEN,Letter Recognition,mixed,28,4,0.08954999999999999,0.9536,1662.4,923124.0,0.521,0.8814166666666666,1872.0,24960.0,19,15,4
Random-WiSARD-cuckoo,ULEEN,Magic Gamma,mixed,27,5,0.6482649842271293,0.8684016824395373,82.0,333119.0,0.7887311601822643,0.8386785839467228,96.0,1280.0,20,15,5
Random-WiSARD-cuckoo,ULEEN,Pendigits,mixed,19,7,0.344974988631196,0.9895407003183265,583.8,324562.6,0.8873730483553129,0.9878732757313932,720.0,21760.0,11,4,7
Random-WiSARD-cuckoo,ULEEN,Pima Diabetes,mixed,13,6,0.6493506493506493,0.7675324675324675,65.0,5210.8,0.6883116883116883,0.7683982683982684,80.0,3520.0,11,5,6
Random-WiSARD-cuckoo,ULEEN,SatImage,mixed,25,4,0.35769828926905134,0.9087091757387247,865.6,505156.6,0.847071021254536,0.8994297563504405,960.0,13440.0,12,8,4
Random-WiSARD-cuckoo,ULEEN,Seeds,mixed,5,5,0.8476190476190476,0.9380952380952381,61.6,340.8,0.6428571428571429,0.9444444444444443,120.0,2304.0,6,5,1
Random-WiSARD-cuckoo,ULEEN,Segment,mixed,24,8,0.5220779220779221,0.9701298701298701,406.2,117951.0,0.8152958152958153,0.9502164502164502,616.0,14560.0,23,22,1
Random-WiSARD-cuckoo,ULEEN,Steel Plates,mixed,21,5,0.6529562982005142,0.9830334190231362,231.8,229136.2,0.7960582690659811,1.0,304.0,7392.0,9,4,5
Random-WiSARD-cuckoo,ULEEN,Vehicle,mixed,15,8,0.38588235294117645,0.7482352941176471,278.0,57124.8,0.503921568627451,0.7411764705882353,352.0,11840.0,16,13,3
Random-WiSARD-cuckoo,ULEEN,Waveform,mixed,12,3,0.343,0.8486,502.6,188580.6,0.79,0.838,528.0,6336.0,7,4,3
Random-WiSARD-cuckoo,ULEEN,Wine,f4rm_strict_dominates,8,5,0.9055555555555556,0.9888888888888889,134.6,1389.8,0.6296296296296297,0.9537037037037037,192.0,7040.0,8,8,0
Random-WiSARD-cuckoo,ULEEN,Yeast,mixed,19,6,0.3191919191919192,0.6161616161616161,237.2,56263.4,0.4377104377104377,0.5970819304152638,400.0,8320.0,13,8,5
