f4rm_system,baseline_system,dataset,classification,f4rm_n_frontier_points,baseline_n_frontier_points,f4rm_acc_min,f4rm_acc_max,f4rm_mem_min,f4rm_mem_max,baseline_acc_min,baseline_acc_max,baseline_mem_min,baseline_mem_max,n_joint_envelope_points,n_joint_envelope_from_f4rm,n_joint_envelope_from_baseline
F4RM-WiSARD-dense,ULEEN,Vehicle,mixed,14,8,0.4105882352941176,0.7494117647058823,1321.0,37521.0,0.503921568627451,0.7411764705882353,352.0,11840.0,9,1,8
F4RM-WiSARD-dense,ULEEN,Waveform,mixed,18,3,0.338,0.8486,2399.0,4580928.0,0.79,0.838,528.0,6336.0,9,6,3
F4RM-WiSARD-dense,ULEEN,Wine,mixed,4,5,0.9166666666666666,0.9888888888888889,648.0,2795.0,0.6296296296296297,0.9537037037037037,192.0,7040.0,6,4,2
F4RM-WiSARD-dense,ULEEN,Yeast,mixed,15,6,0.31851851851851853,0.6107744107744107,1161.0,301268.0,0.4377104377104377,0.5970819304152638,400.0,8320.0,9,3,6
F4RMS,DT,Balance Scale,mixed,11,25,0.7183999999999999,0.9072000000000001,2914.0,412513.0,0.45600000000000007,0.7792,1250.0,3791.4,35,10,25
F4RMS,DT,Banknote,mixed,10,39,0.9418181818181818,1.0,1911.0,14816.0,0.8378181818181819,0.9854545454545454,1398.0,4415.0,40,10,30
F4RMS,DT,Breast Cancer,mixed,5,26,0.9526315789473683,0.9666666666666666,15949.0,578436.0,0.9017543859649123,0.9438596491228071,1559.0,2653.4,31,5,26
F4RMS,DT,EEG Eye State,mixed,6,96,0.7935024477080551,0.9491544281263907,297738.3333333333,46280683.333333336,0.5510680907877169,0.8411882510013351,1238.0,167339.0,101,5,96
F4RMS,DT,Ecoli,mixed,13,26,0.8235294117647058,0.8764705882352942,4929.0,359190.0,0.7529411764705882,0.8352941176470589,1892.0,3377.8,37,11,26
F4RMS,DT,Glass,mixed,8,34,0.5767441860465116,0.7674418604651163,8003.0,1362462.0,0.48372093023255813,0.7162790697674419,1970.0,6684.0,39,5,34
F4RMS,DT,Haberman,baseline_strict_dominates,2,12,0.7387096774193548,0.7419354838709677,1656.0,3324.0,0.7419354838709677,0.7612903225806452,1238.0,2717.0,12,0,12
F4RMS,DT,Ionosphere,mixed,8,19,0.7887323943661972,0.952112676056338,19092.0,317202.0,0.8676056338028169,0.9014084507042254,1528.4,1817.0,25,6,19
F4RMS,DT,Iris,mixed,6,26,0.9199999999999999,0.9800000000000001,1359.0,12961.0,0.9466666666666667,0.9666666666666668,1846.0,2308.4,10,4,6
F4RMS,DT,Letter Recognition,mixed,5,29,0.93275,0.9539166666666666,1551405.0,63287388.333333336,0.4225833333333333,0.8851666666666667,11505.333333333334,996713.3333333334,34,5,29
F4RMS,DT,Magic Gamma,mixed,5,15,0.8394672274798457,0.8769716088328076,204711.66666666666,13703301.666666666,0.6482649842271293,0.8442691903259727,1238.0,63936.8,19,4,15
F4RMS,DT,Pendigits,mixed,4,118,0.9865090192511747,0.989389116264969,434211.6666666667,5059085.0,0.10413824465666213,0.9628922237380628,1334.0,76695.8,122,4,118
F4RMS,DT,Pima Diabetes,baseline_strict_dominates,9,31,0.6935064935064934,0.764935064935065,5830.0,320999.0,0.6493506493506493,0.7701298701298701,1351.0,2734.8,31,0,31
F4RMS,DT,SatImage,mixed,4,77,0.8973561430793158,0.9180922757905651,618306.6666666666,6909791.666666667,0.6979782270606532,0.8682737169517886,1942.6,15384.2,81,4,77
F4RMS,DT,Seeds,mixed,5,25,0.8761904761904763,0.9333333333333333,2850.0,23040.0,0.8761904761904763,0.9285714285714285,1605.0,2347.2,26,1,25
F4RMS,DT,Segment,baseline_strict_dominates,7,59,0.9021645021645022,0.9636363636363636,20512.0,1446270.0,0.6645021645021645,0.9675324675324675,2440.0,14779.0,59,0,59
F4RMS,DT,Steel Plates,baseline_strict_dominates,13,63,0.7048843187660668,0.9948586118251928,16305.0,17107741.0,0.6529562982005142,1.0,1238.0,2201.0,63,0,63
F4RMS,DT,Vehicle,mixed,11,36,0.6705882352941177,0.7552941176470588,16538.0,1178228.0,0.25882352941176473,0.7235294117647059,1310.0,7156.8,44,8,36
F4RMS,DT,Waveform,mixed,3,71,0.84,0.8496666666666667,1361695.0,24931100.0,0.5734,0.7727999999999999,1426.0,17873.4,74,3,71
F4RMS,DT,Wine,mixed,3,27,0.41666666666666663,0.9833333333333334,7023.0,38231.0,0.8388888888888889,0.9388888888888889,1846.0,2764.2,29,2,27
F4RMS,DT,Yeast,mixed,13,28,0.4040404040404041,0.6161616161616161,13005.0,7483777.0,0.31313131313131315,0.593939393939394,1414.0,10064.0,36,8,28
F4RMS,RF,Balance Scale,f4rm_strict_dominates,11,5,0.7183999999999999,0.9072000000000001,2914.0,412513.0,0.8272,0.8656,58700.6,303832.4,11,11,0
F4RMS,RF,Banknote,f4rm_strict_dominates,10,5,0.9418181818181818,1.0,1911.0,14816.0,0.9883636363636363,0.997090909090909,33119.0,41986.0,10,10,0
F4RMS,RF,Breast Cancer,mixed,5,5,0.9526315789473683,0.9666666666666666,15949.0,578436.0,0.9491228070175438,0.9631578947368421,18519.0,309058.8,7,4,3
F4RMS,RF,EEG Eye State,mixed,6,14,0.7935024477080551,0.9491544281263907,297738.3333333333,46280683.333333336,0.8123052959501558,0.933355585224744,191108.66666666666,39077740.333333336,10,4,6
F4RMS,RF,Ecoli,mixed,13,13,0.8235294117647058,0.8764705882352942,4929.0,359190.0,0.8352941176470589,0.8823529411764707,44010.2,1023460.2,15,13,2
F4RMS,RF,Glass,mixed,8,7,0.5767441860465116,0.7674418604651163,8003.0,1362462.0,0.7488372093023256,0.813953488372093,36196.0,1616555.8,11,6,5
F4RMS,RF,Haberman,f4rm_strict_dominates,2,5,0.7387096774193548,0.7419354838709677,1656.0,3324.0,0.6806451612903226,0.7258064516129032,35016.0,675030.2,2,2,0
F4RMS,RF,Ionosphere,mixed,8,10,0.7887323943661972,0.952112676056338,19092.0,317202.0,0.904225352112676,0.9380281690140844,19548.0,158972.0,11,7,4
F4RMS,RF,Iris,f4rm_strict_dominates,6,5,0.9199999999999999,0.9800000000000001,1359.0,12961.0,0.9533333333333334,0.9666666666666668,11918.8,17187.2,6,6,0
F4RMS,RF,Letter Recognition,mixed,5,13,0.93275,0.9539166666666666,1551405.0,63287388.333333336,0.6835,0.9659166666666668,647948.0,229085524.33333334,10,5,5
F4RMS,RF,Magic Gamma,mixed,5,11,0.8394672274798457,0.8769716088328076,204711.66666666666,13703301.666666666,0.8558534875569576,0.8780231335436383,187751.66666666666,43885953.666666664,12,2,10
F4RMS,RF,Pendigits,mixed,4,11,0.9865090192511747,0.989389116264969,434211.6666666667,5059085.0,0.9520994391390025,0.9912081249052599,289934.0,10343847.0,10,4,6
F4RMS,RF,Pima Diabetes,mixed,9,5,0.6935064935064934,0.764935064935065,5830.0,320999.0,0.7571428571428571,0.7909090909090909,62235.0,1488814.0,11,6,5
F4RMS,RF,SatImage,mixed,4,14,0.8973561430793158,0.9180922757905651,618306.6666666666,6909791.666666667,0.8884914463452566,0.9161741835147744,207186.6,4558346.2,15,3,12
F4RMS,RF,Seeds,f4rm_strict_dominates,5,3,0.8761904761904763,0.9333333333333333,2850.0,23040.0,0.8952380952380953,0.9285714285714285,14976.6,95260.4,5,5,0
F4RMS,RF,Segment,mixed,7,18,0.9021645021645022,0.9636363636363636,20512.0,1446270.0,0.9424242424242424,0.9770562770562771,56062.0,2002349.8,21,3,18
F4RMS,RF,Steel Plates,baseline_strict_dominates,13,2,0.7048843187660668,0.9948586118251928,16305.0,17107741.0,1.0,1.0,14849.0,14849.0,2,0,2
F4RMS,RF,Vehicle,mixed,11,8,0.6705882352941177,0.7552941176470588,16538.0,1178228.0,0.7211764705882353,0.7505882352941177,77713.4,1064387.6,11,8,3
F4RMS,RF,Waveform,baseline_strict_dominates,3,6,0.84,0.8496666666666667,1361695.0,24931100.0,0.8192,0.8577999999999999,216224.0,8791481.6,6,0,6
F4RMS,RF,Wine,f4rm_strict_dominates,3,6,0.41666666666666663,0.9833333333333334,7023.0,38231.0,0.9333333333333332,0.9777777777777779,13445.6,21625.4,3,3,0
F4RMS,RF,Yeast,mixed,13,5,0.4040404040404041,0.6161616161616161,13005.0,7483777.0,0.6161616161616161,0.6316498316498317,150800.8,1417648.0,12,7,5
F4RMS,XGBoost,Balance Scale,f4rm_strict_dominates,11,3,0.7183999999999999,0.9072000000000001,2914.0,412513.0,0.8848,0.9040000000000001,490686.6,1713265.8,11,11,0
F4RMS,XGBoost,Banknote,f4rm_strict_dominates,10,1,0.9418181818181818,1.0,1911.0,14816.0,0.9978181818181818,0.9978181818181818,77586.6,77586.6,10,10,0
F4RMS,XGBoost,Breast Cancer,mixed,5,3,0.9526315789473683,0.9666666666666666,15949.0,578436.0,0.9631578947368421,0.9701754385964912,66483.0,249884.0,6,3,3
F4RMS,XGBoost,EEG Eye State,baseline_strict_dominates,6,14,0.7935024477080551,0.9491544281263907,297738.3333333333,46280683.333333336,0.8462394303515799,0.9564975522919448,200759.33333333334,6358373.666666667,14,0,14
F4RMS,XGBoost,Ecoli,f4rm_strict_dominates,13,4,0.8235294117647058,0.8764705882352942,4929.0,359190.0,0.8470588235294118,0.8617647058823529,525955.8,5986579.8,13,13,0
F4RMS,XGBoost,Glass,mixed,8,4,0.5767441860465116,0.7674418604651163,8003.0,1362462.0,0.7581395348837209,0.7906976744186046,404410.6,4641429.8,10,7,3
F4RMS,XGBoost,Haberman,f4rm_strict_dominates,2,6,0.7387096774193548,0.7419354838709677,1656.0,3324.0,0.6741935483870968,0.732258064516129,131495.8,218611.0,2,2,0
F4RMS,XGBoost,Ionosphere,mixed,8,2,0.7887323943661972,0.952112676056338,19092.0,317202.0,0.943661971830986,0.9464788732394366,70085.4,703319.4,9,8,1
F4RMS,XGBoost,Iris,f4rm_strict_dominates,6,3,0.9199999999999999,0.9800000000000001,1359.0,12961.0,0.9333333333333333,0.9533333333333334,165102.4,228362.8,6,6,0
F4RMS,XGBoost,Letter Recognition,mixed,5,12,0.93275,0.9539166666666666,1551405.0,63287388.333333336,0.9188333333333333,0.9660833333333333,4588684.666666667,40324397.333333336,12,3,9
F4RMS,XGBoost,Magic Gamma,mixed,5,7,0.8394672274798457,0.8769716088328076,204711.66666666666,13703301.666666666,0.8731160182264284,0.885471433578689,208698.0,2300855.0,8,1,7
F4RMS,XGBoost,Pendigits,mixed,4,3,0.9865090192511747,0.989389116264969,434211.6666666667,5059085.0,0.9871153554646052,0.9915112930119752,1638448.3333333333,4466160.333333333,4,3,1
F4RMS,XGBoost,Pima Diabetes,mixed,9,5,0.6935064935064934,0.764935064935065,5830.0,320999.0,0.7480519480519481,0.7844155844155845,147251.0,184317.8,10,8,2
F4RMS,XGBoost,SatImage,mixed,4,9,0.8973561430793158,0.9180922757905651,618306.6666666666,6909791.666666667,0.9116122343182996,0.9240539139450492,1069487.0,6008074.0,11,2,9
F4RMS,XGBoost,Seeds,mixed,5,2,0.8761904761904763,0.9333333333333333,2850.0,23040.0,0.9333333333333332,0.9428571428571428,169751.8,170834.8,6,5,1
F4RMS,XGBoost,Segment,mixed,7,3,0.9021645021645022,0.9636363636363636,20512.0,1446270.0,0.9848484848484848,0.9857142857142858,520191.6,2470151.6,8,5,3
F4RMS,XGBoost,Steel Plates,mixed,13,1,0.7048843187660668,0.9948586118251928,16305.0,17107741.0,1.0,1.0,87123.0,87123.0,6,5,1
F4RMS,XGBoost,Vehicle,mixed,11,3,0.6705882352941177,0.7552941176470588,16538.0,1178228.0,0.7588235294117647,0.7694117647058822,484372.2,1536395.6,13,10,3
F4RMS,XGBoost,Waveform,baseline_strict_dominates,3,3,0.84,0.8496666666666667,1361695.0,24931100.0,0.8513999999999999,0.8577999999999999,577110.6,2074121.8,3,0,3
F4RMS,XGBoost,Wine,f4rm_strict_dominates,3,8,0.41666666666666663,0.9833333333333334,7023.0,38231.0,0.9666666666666666,0.9777777777777779,148644.6,191448.4,3,3,0
F4RMS,XGBoost,Yeast,mixed,13,5,0.4040404040404041,0.6161616161616161,13005.0,7483777.0,0.5885521885521886,0.6195286195286196,1203103.8,6972888.0,14,11,3
F4RMS,LightGBM,Balance Scale,f4rm_strict_dominates,11,4,0.7183999999999999,0.9072000000000001,2914.0,412513.0,0.9008,0.9040000000000001,304656.2,306372.2,11,11,0
F4RMS,LightGBM,Banknote,f4rm_strict_dominates,10,9,0.9418181818181818,1.0,1911.0,14816.0,0.9767272727272728,0.9978181818181818,115313.0,131711.8,10,10,0
F4RMS,LightGBM,Breast Cancer,mixed,5,15,0.9526315789473683,0.9666666666666666,15949.0,578436.0,0.9578947368421054,0.9719298245614034,75446.6,549346.4,15,3,12
F4RMS,LightGBM,EEG Eye State,baseline_strict_dominates,6,8,0.7935024477080551,0.9491544281263907,297738.3333333333,46280683.333333336,0.8681575433911882,0.9601691143747219,178689.66666666666,14623904.666666666,8,0,8
F4RMS,LightGBM,Ecoli,f4rm_strict_dominates,13,12,0.8235294117647058,0.8764705882352942,4929.0,359190.0,0.8235294117647058,0.8529411764705882,448657.2,3109753.2,13,13,0
F4RMS,LightGBM,Glass,mixed,8,18,0.5767441860465116,0.7674418604651163,8003.0,1362462.0,0.7023255813953488,0.7767441860465116,335489.0,2111415.8,13,7,6
F4RMS,LightGBM,Haberman,f4rm_strict_dominates,2,3,0.7387096774193548,0.7419354838709677,1656.0,3324.0,0.7387096774193548,0.7387096774193548,90323.8,90323.8,2,2,0
F4RMS,LightGBM,Ionosphere,mixed,8,15,0.7887323943661972,0.952112676056338,19092.0,317202.0,0.9295774647887324,0.9492957746478872,79871.0,113756.0,12,6,6
F4RMS,LightGBM,Iris,f4rm_strict_dominates,6,3,0.9199999999999999,0.9800000000000001,1359.0,12961.0,0.9533333333333334,0.9533333333333334,128407.6,128407.6,6,6,0
F4RMS,LightGBM,Letter Recognition,mixed,5,6,0.93275,0.9539166666666666,1551405.0,63287388.333333336,0.927,0.9703333333333334,4538424.0,48265498.0,6,2,4
F4RMS,LightGBM,Magic Gamma,baseline_strict_dominates,5,6,0.8394672274798457,0.8769716088328076,204711.66666666666,13703301.666666666,0.8760953382404487,0.8845075359270943,176887.66666666666,3462928.3333333335,6,0,6
F4RMS,LightGBM,Pendigits,mixed,4,5,0.9865090192511747,0.989389116264969,434211.6666666667,5059085.0,0.9804456571168713,0.9915112930119752,1692481.0,14978396.0,6,2,4
F4RMS,LightGBM,Pima Diabetes,mixed,9,3,0.6935064935064934,0.764935064935065,5830.0,320999.0,0.7844155844155845,0.7883116883116883,158042.0,162131.6,10,7,3
F4RMS,LightGBM,SatImage,mixed,4,7,0.8973561430793158,0.9180922757905651,618306.6666666666,6909791.666666667,0.9020217729393468,0.9297563504406429,1012520.0,10667336.333333334,8,1,7
F4RMS,LightGBM,Seeds,mixed,5,12,0.8761904761904763,0.9333333333333333,2850.0,23040.0,0.9285714285714285,0.9476190476190476,157467.2,216321.6,11,5,6
F4RMS,LightGBM,Segment,mixed,7,7,0.9021645021645022,0.9636363636363636,20512.0,1446270.0,0.9675324675324676,0.987012987012987,693810.6666666666,3841719.0,13,6,7
F4RMS,LightGBM,Steel Plates,mixed,13,1,0.7048843187660668,0.9948586118251928,16305.0,17107741.0,1.0,1.0,94387.2,94387.2,6,5,1
F4RMS,LightGBM,Vehicle,mixed,11,6,0.6705882352941177,0.7552941176470588,16538.0,1178228.0,0.7341176470588235,0.7647058823529411,544402.2,762073.8,14,10,4
F4RMS,LightGBM,Waveform,baseline_strict_dominates,3,5,0.84,0.8496666666666667,1361695.0,24931100.0,0.8493333333333334,0.858,524875.6666666666,2163033.3333333335,5,0,5
F4RMS,LightGBM,Wine,f4rm_strict_dominates,3,6,0.41666666666666663,0.9833333333333334,7023.0,38231.0,0.9555555555555555,0.9666666666666666,140998.6,151505.6,3,3,0
F4RMS,LightGBM,Yeast,mixed,13,1,0.4040404040404041,0.6161616161616161,13005.0,7483777.0,0.6215488215488215,0.6215488215488215,1283755.4,1283755.4,12,11,1
F4RMS,CatBoost,Balance Scale,mixed,11,1,0.7183999999999999,0.9072000000000001,2914.0,412513.0,0.9173333333333334,0.9173333333333334,64560.0,64560.0,10,9,1
F4RMS,CatBoost,Banknote,f4rm_strict_dominates,10,2,0.9418181818181818,1.0,1911.0,14816.0,0.9963636363636365,0.9975757575757576,40288.0,172645.33333333334,10,10,0
F4RMS,CatBoost,Breast Cancer,mixed,5,1,0.9526315789473683,0.9666666666666666,15949.0,578436.0,0.9754385964912281,0.9754385964912281,40836.8,40836.8,3,2,1
F4RMS,CatBoost,EEG Eye State,baseline_strict_dominates,6,3,0.7935024477080551,0.9491544281263907,297738.3333333333,46280683.333333336,0.8093012906097018,0.9561637739207832,40874.666666666664,2112482.6666666665,3,0,3
F4RMS,CatBoost,Ecoli,mixed,13,4,0.8235294117647058,0.8764705882352942,4929.0,359190.0,0.8705882352941178,0.9117647058823529,128564.8,1741648.0,15,11,4
F4RMS,CatBoost,Glass,mixed,8,2,0.5767441860465116,0.7674418604651163,8003.0,1362462.0,0.7751937984496123,0.8093023255813954,104328.0,104486.4,8,6,2
F4RMS,CatBoost,Haberman,mixed,2,1,0.7387096774193548,0.7419354838709677,1656.0,3324.0,0.7548387096774193,0.7548387096774193,39131.2,39131.2,3,2,1
F4RMS,CatBoost,Ionosphere,mixed,8,1,0.7887323943661972,0.952112676056338,19092.0,317202.0,0.9530516431924884,0.9530516431924884,41229.333333333336,41229.333333333336,4,3,1
F4RMS,CatBoost,Iris,f4rm_strict_dominates,6,2,0.9199999999999999,0.9800000000000001,1359.0,12961.0,0.9533333333333334,0.9555555555555556,64795.2,65120.0,6,6,0
F4RMS,CatBoost,Letter Recognition,mixed,5,3,0.93275,0.9539166666666666,1551405.0,63287388.333333336,0.8528333333333333,0.9645833333333332,360672.0,27700168.0,6,3,3
F4RMS,CatBoost,Magic Gamma,baseline_strict_dominates,5,3,0.8394672274798457,0.8769716088328076,204711.66666666666,13703301.666666666,0.8675955134945671,0.8864353312302838,40770.666666666664,2113229.3333333335,3,0,3
F4RMS,CatBoost,Pendigits,mixed,4,3,0.9865090192511747,0.989389116264969,434211.6666666667,5059085.0,0.9777171441564348,0.9910565408519023,156533.33333333334,11329128.0,6,3,3
F4RMS,CatBoost,Pima Diabetes,mixed,9,1,0.6935064935064934,0.764935064935065,5830.0,320999.0,0.7662337662337663,0.7662337662337663,40357.333333333336,40357.333333333336,6,5,1
F4RMS,CatBoost,SatImage,mixed,4,3,0.8973561430793158,0.9180922757905651,618306.6666666666,6909791.666666667,0.8939865215137376,0.9212026956972524,105736.0,7233554.666666667,4,1,3
F4RMS,CatBoost,Seeds,mixed,5,4,0.8761904761904763,0.9333333333333333,2850.0,23040.0,0.9238095238095237,0.9523809523809524,66094.4,4085610.6666666665,8,5,3
F4RMS,CatBoost,Segment,mixed,7,3,0.9021645021645022,0.9636363636363636,20512.0,1446270.0,0.9704184704184704,0.9812409812409811,118170.66666666667,8257994.666666667,6,3,3
F4RMS,CatBoost,Steel Plates,mixed,13,1,0.7048843187660668,0.9948586118251928,16305.0,17107741.0,1.0,1.0,40440.0,40440.0,3,2,1
F4RMS,CatBoost,Vehicle,mixed,11,2,0.6705882352941177,0.7552941176470588,16538.0,1178228.0,0.7411764705882353,0.7647058823529411,79354.66666666667,366501.3333333333,8,6,2
F4RMS,CatBoost,Waveform,baseline_strict_dominates,3,2,0.84,0.8496666666666667,1361695.0,24931100.0,0.8556666666666667,0.8613333333333334,67594.66666666667,306344.0,2,0,2
F4RMS,CatBoost,Wine,mixed,3,2,0.41666666666666663,0.9833333333333334,7023.0,38231.0,0.9722222222222221,0.9907407407407408,66233.6,66426.66666666667,4,3,1
F4RMS,CatBoost,Yeast,mixed,13,1,0.4040404040404041,0.6161616161616161,13005.0,7483777.0,0.6464646464646465,0.6464646464646465,155178.66666666666,155178.66666666666,9,8,1
F4RMS,MLP,Balance Scale,mixed,11,22,0.7183999999999999,0.9072000000000001,2914.0,412513.0,0.7712,0.9103999999999999,1036.0,700940.0,26,8,18
F4RMS,MLP,Banknote,mixed,10,14,0.9418181818181818,1.0,1911.0,14816.0,0.7258181818181818,0.9905454545454546,772.0,169988.0,16,10,6
F4RMS,MLP,Breast Cancer,mixed,5,8,0.9526315789473683,0.9666666666666666,15949.0,578436.0,0.9175438596491228,0.9491228070175438,4100.0,753668.0,7,5,2
F4RMS,MLP,EEG Eye State,mixed,6,2,0.7935024477080551,0.9491544281263907,297738.3333333333,46280683.333333336,0.5511793502447707,0.5511793502447707,4100.0,4100.0,8,6,2
F4RMS,MLP,Ecoli,mixed,13,12,0.8235294117647058,0.8764705882352942,4929.0,359190.0,0.3176470588235294,0.8029411764705883,2080.0,708384.0,19,13,6
F4RMS,MLP,Glass,mixed,8,20,0.5767441860465116,0.7674418604651163,8003.0,1362462.0,0.25116279069767444,0.46976744186046515,2072.0,711960.0,16,8,8
F4RMS,MLP,Haberman,mixed,2,16,0.7387096774193548,0.7419354838709677,1656.0,3324.0,0.632258064516129,0.7419354838709677,644.0,9476.0,10,2,8
F4RMS,MLP,Ionosphere,mixed,8,18,0.7887323943661972,0.952112676056338,19092.0,317202.0,0.6676056338028169,0.9408450704225352,4612.0,761860.0,18,8,10
F4RMS,MLP,Iris,mixed,6,22,0.9199999999999999,0.9800000000000001,1359.0,12961.0,0.3466666666666667,0.8800000000000001,1036.0,700940.0,10,6,4
F4RMS,MLP,Letter Recognition,mixed,5,4,0.93275,0.9539166666666666,1551405.0,63287388.333333336,0.81,0.9501666666666667,11112.0,705128.0,7,3,4
F4RMS,MLP,Magic Gamma,mixed,5,4,0.8394672274798457,0.8769716088328076,204711.66666666666,13703301.666666666,0.8533999298983526,0.8740799158780231,3076.0,679940.0,5,1,4
F4RMS,MLP,Pendigits,baseline_strict_dominates,4,12,0.9865090192511747,0.989389116264969,434211.6666666667,5059085.0,0.9738972260118235,0.9919054115507049,3496.0,727336.0,12,0,12
F4RMS,MLP,Pima Diabetes,mixed,9,14,0.6935064935064934,0.764935064935065,5830.0,320999.0,0.6428571428571429,0.774025974025974,1284.0,708612.0,19,9,10
F4RMS,MLP,SatImage,mixed,4,12,0.8973561430793158,0.9180922757905651,618306.6666666666,6909791.666666667,0.8300155520995334,0.8953343701399689,5528.0,767256.0,14,4,10
F4RMS,MLP,Seeds,mixed,5,20,0.8761904761904763,0.9333333333333333,2850.0,23040.0,0.5142857142857142,0.9238095238095237,1420.0,707084.0,9,5,4
F4RMS,MLP,Segment,mixed,7,12,0.9021645021645022,0.9636363636363636,20512.0,1446270.0,0.8523809523809524,0.9584415584415584,3484.0,186908.0,16,6,10
F4RMS,MLP,Steel Plates,baseline_strict_dominates,13,8,0.7048843187660668,0.9948586118251928,16305.0,17107741.0,0.9367609254498716,0.9994858611825193,4484.0,50692.0,8,0,8
F4RMS,MLP,Vehicle,mixed,11,12,0.6705882352941177,0.7552941176470588,16538.0,1178228.0,0.40705882352941175,0.7047058823529412,2960.0,729872.0,17,11,6
F4RMS,MLP,Waveform,baseline_strict_dominates,3,4,0.84,0.8496666666666667,1361695.0,24931100.0,0.8635999999999999,0.865,5644.0,774668.0,4,0,4
F4RMS,MLP,Wine,mixed,3,10,0.41666666666666663,0.9833333333333334,7023.0,38231.0,0.5555555555555556,0.9333333333333333,2188.0,179724.0,6,2,4
F4RMS,MLP,Yeast,mixed,13,10,0.4040404040404041,0.6161616161616161,13005.0,7483777.0,0.30505050505050507,0.6,2472.0,710952.0,18,12,6
F4RMS,FT-Transformer,Balance Scale,mixed,11,2,0.7183999999999999,0.9072000000000001,2914.0,412513.0,0.8506666666666667,0.9066666666666667,69548.0,270684.0,12,11,1
F4RMS,FT-Transformer,Banknote,f4rm_strict_dominates,10,3,0.9418181818181818,1.0,1911.0,14816.0,0.9672727272727273,0.9987878787878787,69416.0,404224.0,10,10,0
F4RMS,FT-Transformer,Breast Cancer,f4rm_strict_dominates,5,2,0.9526315789473683,0.9666666666666666,15949.0,578436.0,0.8391812865497076,0.9415204678362573,76072.0,283736.0,5,5,0
F4RMS,FT-Transformer,EEG Eye State,mixed,6,2,0.7935024477080551,0.9491544281263907,297738.3333333333,46280683.333333336,0.5511793502447707,0.5512906097018245,71976.0,409344.0,7,6,1
F4RMS,FT-Transformer,Ecoli,f4rm_strict_dominates,13,3,0.8235294117647058,0.8764705882352942,4929.0,359190.0,0.4264705882352941,0.573529411764706,70976.0,407320.0,13,13,0
F4RMS,FT-Transformer,Glass,f4rm_strict_dominates,8,4,0.5767441860465116,0.7674418604651163,8003.0,1362462.0,0.3488372093023256,0.3953488372093023,71224.0,407824.0,8,8,0
F4RMS,FT-Transformer,Haberman,mixed,2,3,0.7387096774193548,0.7419354838709677,1656.0,3324.0,0.7419354838709676,0.7473118279569894,69160.0,403712.0,3,2,1
F4RMS,FT-Transformer,Ionosphere,f4rm_strict_dominates,8,4,0.7887323943661972,0.952112676056338,19092.0,317202.0,0.647887323943662,0.7887323943661971,77096.0,419584.0,8,8,0
F4RMS,FT-Transformer,Iris,f4rm_strict_dominates,6,2,0.9199999999999999,0.9800000000000001,1359.0,12961.0,0.7888888888888889,0.9,69548.0,270684.0,6,6,0
F4RMS,FT-Transformer,Letter Recognition,mixed,5,3,0.93275,0.9539166666666666,1551405.0,63287388.333333336,0.7179166666666666,0.8930833333333332,75656.0,416608.0,8,5,3
F4RMS,FT-Transformer,Magic Gamma,mixed,5,2,0.8394672274798457,0.8769716088328076,204711.66666666666,13703301.666666666,0.853925692253768,0.8643533123028391,70952.0,273496.0,4,2,2
F4RMS,FT-Transformer,Pendigits,mixed,4,3,0.9865090192511747,0.989389116264969,434211.6666666667,5059085.0,0.9410338032438986,0.9869637714112476,73544.0,412448.0,6,3,3
F4RMS,FT-Transformer,Pima Diabetes,f4rm_strict_dominates,9,3,0.6935064935064934,0.764935064935065,5830.0,320999.0,0.6666666666666666,0.7575757575757577,70440.0,406272.0,9,9,0
F4RMS,FT-Transformer,SatImage,mixed,4,2,0.8973561430793158,0.9180922757905651,618306.6666666666,6909791.666666667,0.8499222395023328,0.8709175738724729,78136.0,287848.0,6,4,2
F4RMS,FT-Transformer,Seeds,f4rm_strict_dominates,5,2,0.8761904761904763,0.9333333333333333,2850.0,23040.0,0.6587301587301587,0.9047619047619048,70316.0,272220.0,5,5,0
F4RMS,FT-Transformer,Segment,f4rm_strict_dominates,7,3,0.9021645021645022,0.9636363636363636,20512.0,1446270.0,0.8225108225108224,0.9235209235209235,73916.0,413204.0,7,7,0
F4RMS,FT-Transformer,Steel Plates,mixed,13,2,0.7048843187660668,0.9948586118251928,16305.0,17107741.0,0.8414738646101113,1.0,76840.0,285272.0,8,7,1
F4RMS,FT-Transformer,Vehicle,f4rm_strict_dominates,11,3,0.6705882352941177,0.7552941176470588,16538.0,1178228.0,0.38823529411764707,0.596078431372549,73264.0,411912.0,11,11,0
F4RMS,FT-Transformer,Waveform,baseline_strict_dominates,3,3,0.84,0.8496666666666667,1361695.0,24931100.0,0.8413333333333334,0.8673333333333333,78764.0,422916.0,3,0,3
F4RMS,FT-Transformer,Wine,f4rm_strict_dominates,3,3,0.41666666666666663,0.9833333333333334,7023.0,38231.0,0.4259259259259259,0.9074074074074074,71852.0,409092.0,3,3,0
F4RMS,FT-Transformer,Yeast,f4rm_strict_dominates,13,2,0.4040404040404041,0.6161616161616161,13005.0,7483777.0,0.3041526374859708,0.4927048260381594,71496.0,274552.0,13,13,0
F4RMS,BTHOWeN,Balance Scale,mixed,11,4,0.7183999999999999,0.9072000000000001,2914.0,412513.0,0.6896,0.8496,48.0,1152.0,13,9,4
