system,dataset,hp_id,test_acc,mem_bytes,train_s,infer_us_per_sample
F4RMS,Steel Plates,"{""K"": 5, ""a"": 8, ""bleach"": 2, ""t"": 4}",0.8889460154241645,42362.0,0.006019041570834815,7.5304421660871
F4RMS,Steel Plates,"{""K"": 5, ""a"": 8, ""bleach"": 2, ""t"": 8}",0.9023136246786633,76954.0,0.01040914999321103,14.486375796323722
F4RMS,Steel Plates,"{""K"": 10, ""a"": 8, ""bleach"": 2, ""t"": 4}",0.9043701799485863,84385.0,0.011942224809899926,14.925513603272046
F4RMS,Steel Plates,"{""K"": 5, ""a"": 16, ""bleach"": 1, ""t"": 4}",0.9645244215938303,110602.0,0.005037375004030764,5.7679521408324685
F4RMS,Steel Plates,"{""K"": 5, ""a"": 16, ""bleach"": 1, ""t"": 8}",0.9876606683804627,194654.0,0.008415100211277605,10.667415934310782
F4RMS,Steel Plates,"{""K"": 10, ""a"": 16, ""bleach"": 1, ""t"": 8}",0.9881748071979434,389782.0,0.016916099959053098,21.223586165181008
F4RMS,Steel Plates,"{""K"": 5, ""a"": 32, ""bleach"": 1, ""t"": 32}",0.9912596401028277,855622.0,0.02100402561482042,29.755355359311277
F4RMS,Steel Plates,"{""K"": 5, ""a"": 16, ""bleach"": 1, ""t"": 64}",0.9928020565552698,1318191.0,0.05538601656444371,83.38821739446765
F4RMS,Steel Plates,"{""K"": 25, ""a"": 32, ""bleach"": 1, ""t"": 64}",0.9938303341902314,8473934.0,0.20476385818328707,303.23204741236253
F4RMS,Steel Plates,"{""K"": 50, ""a"": 32, ""bleach"": 1, ""t"": 32}",0.994344473007712,8553760.0,0.20992276682518424,299.24110997860873
F4RMS,Steel Plates,"{""K"": 100, ""a"": 32, ""bleach"": 1, ""t"": 32}",0.9948586118251928,17107741.0,0.4278780251741409,598.1673090898248
F4RMS,Segment,"{""K"": 5, ""a"": 4, ""bleach"": 2, ""t"": 4}",0.9021645021645022,20512.0,0.00997680020518601,14.916360146442662
F4RMS,Segment,"{""K"": 5, ""a"": 4, ""bleach"": 2, ""t"": 8}",0.9376623376623376,38717.0,0.017585683381184936,29.15324634182956
F4RMS,Segment,"{""K"": 5, ""a"": 4, ""bleach"": 2, ""t"": 16}",0.9458874458874458,75177.0,0.03308386658318341,57.46762257158046
F4RMS,Segment,"{""K"": 5, ""a"": 4, ""bleach"": 1, ""t"": 32}",0.9545454545454547,145993.0,0.06451009158045054,118.74173850514542
