method,dataset,a,t,bleach,acc_mean,mem_mean,train_mean,infer_mean,n_seeds
F4RM,Yeast,4,16,1,0.4076318742985409,9603.333333333334,0.0030113500077277424,8.500560932070451,30
Random,Yeast,4,16,1,0.40404040404040403,8779.5,0.002969849940078954,8.347048829220796,30
F4RM,Yeast,4,16,2,0.4493827160493826,9603.333333333334,0.0030215180789430938,8.530733314072076,30
Random,Yeast,4,16,2,0.4380471380471381,8779.5,0.00297285692843919,8.373363539325668,30
F4RM,Yeast,4,16,3,0.46464646464646464,9603.333333333334,0.003008276491891593,8.502922778140112,30
Random,Yeast,4,16,3,0.45364758698092034,8779.5,0.00298882780286173,8.403867241162411,30
F4RM,Yeast,4,16,4,0.48002244668911337,9603.333333333334,0.0030182929049866894,8.566942464196522,30
Random,Yeast,4,16,4,0.46419753086419746,8779.5,0.0029845138468469184,8.401463545679077,30
F4RM,Yeast,8,16,1,0.4983164983164984,15223.166666666666,0.001899059764885654,5.1917694822606,30
Random,Yeast,8,16,1,0.4560044893378226,11699.5,0.001869622163940221,5.043153551759411,30
F4RM,Yeast,8,16,2,0.5346801346801348,15223.166666666666,0.0018998347067584595,5.183206998150457,30
Random,Yeast,8,16,2,0.4906846240179574,11699.5,0.0018684972620879611,5.079110599343491,30
F4RM,Yeast,8,16,3,0.5429854096520762,15223.166666666666,0.001903745896803836,5.2364341476691765,30
Random,Yeast,8,16,3,0.49831649831649827,11699.5,0.0018602013976002734,5.028408473330382,30
F4RM,Yeast,8,16,4,0.5445566778900113,15223.166666666666,0.0018845917307771741,5.173503800674721,30
Random,Yeast,8,16,4,0.5123456790123457,11699.5,0.001857994496822357,5.016891026031121,30
F4RM,Yeast,12,16,1,0.5345679012345678,17969.833333333332,0.0015762846606473127,4.005854895524472,30
Random,Yeast,12,16,1,0.5021324354657689,15177.666666666666,0.0015289389644749462,3.890703248296991,30
F4RM,Yeast,12,16,2,0.5386083052749719,17969.833333333332,0.0015500207858470578,3.9624249250089743,30
Random,Yeast,12,16,2,0.5186307519640853,15177.666666666666,0.0015377875844327113,3.9452303950408294,30
F4RM,Yeast,12,16,3,0.5409652076318743,17969.833333333332,0.001537393033504486,3.959100411767944,30
Random,Yeast,12,16,3,0.5276094276094276,15177.666666666666,0.0015203860394346217,3.8851572275914332,30
F4RM,Yeast,12,16,4,0.5332210998877666,17969.833333333332,0.0015432235008726518,3.9620277148856458,30
Random,Yeast,12,16,4,0.5287317620650953,15177.666666666666,0.0015148805415568253,3.8762112131382005,30
F4RM,Yeast,16,16,1,0.5362514029180695,20299.0,0.0012800290365703403,3.1546573546599057,30
Random,Yeast,16,16,1,0.5222222222222223,17526.5,0.0012593792285770177,3.102371222459775,30
F4RM,Yeast,16,16,2,0.5347923681257015,20299.0,0.0012767527252435685,3.1237931050335126,30
Random,Yeast,16,16,2,0.5282828282828284,17526.5,0.0012574611192879578,3.084553733330082,30
F4RM,Yeast,16,16,3,0.526936026936027,20299.0,0.0012726694966355959,3.1072812444424867,30
Random,Yeast,16,16,3,0.520314253647587,17526.5,0.0012646721520771583,3.10955834642939,30
F4RM,Yeast,16,16,4,0.5184062850729517,20299.0,0.0012694848390916982,3.1422601681407514,30
Random,Yeast,16,16,4,0.5177328843995511,17526.5,0.0012596722653446099,3.104568440801601,30
F4RM,Yeast,20,16,1,0.5288439955106622,22262.666666666668,0.001211552779811124,2.919935321332898,30
Random,Yeast,20,16,1,0.5328843995510663,20418.333333333332,0.0011897041966828206,2.850462864419627,30
F4RM,Yeast,20,16,2,0.5251402918069585,22262.666666666668,0.0012062514511247476,2.8702488830720743,30
Random,Yeast,20,16,2,0.5212121212121211,20418.333333333332,0.0012008902888434629,2.8432427103789024,30
F4RM,Yeast,20,16,3,0.5102132435465768,22262.666666666668,0.001204455391659091,2.8817997785446083,30
Random,Yeast,20,16,3,0.5048260381593715,20418.333333333332,0.0012009291482778888,2.888238734819672,30
F4RM,Yeast,20,16,4,0.4911335578002245,22262.666666666668,0.0012087278378506501,2.8925554175661534,30
Random,Yeast,20,16,4,0.49786756453423126,20418.333333333332,0.0012028417317196728,2.877202536179093,30
F4RM,Yeast,24,16,1,0.519304152637486,23184.0,0.0011218069354072212,2.603581858282505,30
Random,Yeast,24,16,1,0.5196408529741863,21682.0,0.0011122153877901535,2.582070723962034,30
F4RM,Yeast,24,16,2,0.4942760942760943,23184.0,0.0011242833609382311,2.591086548411284,30
Random,Yeast,24,16,2,0.5005611672278338,21682.0,0.0011187639669515193,2.609858055223787,30
F4RM,Yeast,24,16,3,0.4748597081930415,23184.0,0.0011203403196608027,2.6102085032329945,30
Random,Yeast,24,16,3,0.4836139169472503,21682.0,0.001112192989482234,2.5709969875863705,30
F4RM,Yeast,24,16,4,0.4487093153759821,23184.0,0.0011200721375644207,2.593972028246699,30
Random,Yeast,24,16,4,0.469023569023569,21682.0,0.0011584624958535035,2.6945708195159392,30
F4RM,Yeast,28,16,1,0.5022446689113356,21609.0,0.0010380084393545985,2.2563689276492425,30
Random,Yeast,28,16,1,0.5052749719416386,20696.833333333332,0.0010242055635899306,2.275603142902506,30
F4RM,Yeast,28,16,2,0.4679012345679012,21609.0,0.0010362277738749982,2.287458129306601,30
Random,Yeast,28,16,2,0.4708193041526375,20696.833333333332,0.0010266527572336296,2.2551577118059205,30
F4RM,Yeast,28,16,3,0.4361391694725028,21609.0,0.0010358859629680712,2.273793479137114,30
Random,Yeast,28,16,3,0.4457912457912458,20696.833333333332,0.0010198500046196084,2.238370073639383,30
F4RM,Yeast,28,16,4,0.40235690235690236,21609.0,0.001033694475578765,2.272025899967862,30
Random,Yeast,28,16,4,0.419753086419753,20696.833333333332,0.001017063856124878,2.238107845187187,30
F4RM,Yeast,32,16,1,0.47239057239057236,19259.0,0.0009077875448080401,1.899247067143219,30
Random,Yeast,32,16,1,0.4735129068462402,18538.333333333332,0.000904043069264541,1.873395849420667,30
F4RM,Yeast,32,16,2,0.41268237934904595,19259.0,0.0009136541048064828,1.9000605502355044,30
Random,Yeast,32,16,2,0.4286195286195286,18538.333333333332,0.0009003248958227535,1.8731903391404183,30
F4RM,Yeast,32,16,3,0.3876543209876543,19259.0,0.0009167041745968163,1.8984566841956008,30
Random,Yeast,32,16,3,0.39898989898989895,18538.333333333332,0.0009111708030104637,1.8915682550264665,30
F4RM,Yeast,32,16,4,0.36004489337822676,19259.0,0.0009137347301778694,1.9114101033837572,30
Random,Yeast,32,16,4,0.3648709315375982,18538.333333333332,0.0009064792655408382,1.883529483076231,30
F4RM,Yeast,48,16,1,0.3982042648709316,16476.333333333332,0.0008522667999689777,1.6133792360765833,30
Random,Yeast,48,16,1,0.40549943883277206,16368.666666666666,0.0008405001019127667,1.5869153941553982,30
F4RM,Yeast,48,16,2,0.3414141414141414,16476.333333333332,0.0008536055296038588,1.609025263843178,30
Random,Yeast,48,16,2,0.34478114478114485,16368.666666666666,0.0008438083032766978,1.6000843058130159,30
F4RM,Yeast,48,16,3,0.32536475869809206,16476.333333333332,0.0008553318834553163,1.619556434264388,30
Random,Yeast,48,16,3,0.32906846240179577,16368.666666666666,0.0008481555346709986,1.6154460849367946,30
F4RM,Yeast,48,16,4,0.31840628507295177,16476.333333333332,0.0008522986589620511,1.602473668231473,30
Random,Yeast,48,16,4,0.3199775533108867,16368.666666666666,0.0008652513691534599,1.6243170761826267,30
F4RM,Yeast,64,16,1,0.3484848484848484,11468.333333333334,0.0007191958293939631,1.204386680135054,30
Random,Yeast,64,16,1,0.35028058361391695,11440.666666666666,0.0007052472016463677,1.18850057476381,30
F4RM,Yeast,64,16,2,0.3170594837261504,11468.333333333334,0.0007286931465690335,1.2308412846115102,30
Random,Yeast,64,16,2,0.317283950617284,11440.666666666666,0.0007240304995017748,1.2165026929476181,30
F4RM,Yeast,64,16,3,0.3140291806958474,11468.333333333334,0.0007167556439526379,1.1948235730162908,30
Random,Yeast,64,16,3,0.3145903479236813,11440.666666666666,0.0007116484533374509,1.2058781028237073,30
F4RM,Yeast,64,16,4,0.31335578002244674,11468.333333333334,0.0007269666258556147,1.2106855329874522,30
Random,Yeast,64,16,4,0.31335578002244674,11440.666666666666,0.0006951166355671982,1.1758603794264002,30
F4RM,Yeast,2,32,1,0.38013468013468016,17439.166666666668,0.009938033464519928,28.67758606469591,30
Random,Yeast,2,32,1,0.3878787878787879,17014.0,0.009941708261612803,28.613355668213565,30
F4RM,Yeast,2,32,2,0.4145903479236812,17439.166666666668,0.009954765330379207,28.840960452895445,30
Random,Yeast,2,32,2,0.42446689113355773,17014.0,0.00991955422408258,28.69307918016257,30
F4RM,Yeast,2,32,3,0.43479236812570143,17439.166666666668,0.009958959751141567,28.763715829491183,30
Random,Yeast,2,32,3,0.43759820426487095,17014.0,0.009939701498175661,28.784717310337065,30
F4RM,Yeast,2,32,4,0.451290684624018,17439.166666666668,0.00996769726043567,28.86007327479797,30
Random,Yeast,2,32,4,0.45465768799102135,17014.0,0.009894408301139872,28.69666091769549,30
F4RM,Yeast,4,32,1,0.4303030303030303,18814.166666666668,0.0056780707944805425,16.909960958391732,30
Random,Yeast,4,32,1,0.4349046015712682,17179.5,0.005636772179665665,16.695225475968503,30
F4RM,Yeast,4,32,2,0.47160493827160493,18814.166666666668,0.005676450075892111,16.828731638426426,30
Random,Yeast,4,32,2,0.4693602693602693,17179.5,0.005635044498679538,16.534320203175582,30
F4RM,Yeast,4,32,3,0.48821548821548816,18814.166666666668,0.005682033424576124,16.897596357710135,30
Random,Yeast,4,32,3,0.48686868686868684,17179.5,0.00576508193043992,16.72828753189289,30
F4RM,Yeast,4,32,4,0.4966329966329967,18814.166666666668,0.005707674919782827,16.931032863321192,30
Random,Yeast,4,32,4,0.49685746352413024,17179.5,0.005631819491585096,16.56824266109469,30
F4RM,Yeast,8,32,1,0.5274971941638609,29312.666666666668,0.003490658294564734,10.354554894203623,30
Random,Yeast,8,32,1,0.49898989898989904,22454.666666666668,0.0034034027601592244,9.989679224504831,30
F4RM,Yeast,8,32,2,0.5525252525252526,29312.666666666668,0.0035034596997623644,10.358122690642457,30
Random,Yeast,8,32,2,0.5265993265993265,22454.666666666668,0.003397159798381229,9.940595885552675,30
F4RM,Yeast,8,32,3,0.5661054994388327,29312.666666666668,0.0034868889604695143,10.307075421291369,30
Random,Yeast,8,32,3,0.5373737373737374,22454.666666666668,0.003428807043625663,10.041578011179613,30
F4RM,Yeast,8,32,4,0.5632996632996632,29312.666666666668,0.003487397055141628,10.352221335358623,30
Random,Yeast,8,32,4,0.5392817059483727,22454.666666666668,0.003439580602571368,10.042120394214372,30
F4RM,Yeast,12,32,1,0.5518518518518518,34185.5,0.002782205593151351,7.985741870559325,30
Random,Yeast,12,32,1,0.5433221099887767,29099.166666666668,0.002737075024439643,7.7001074842239,30
F4RM,Yeast,12,32,2,0.5647586980920314,34185.5,0.0027398957288824024,7.777071391220813,30
Random,Yeast,12,32,2,0.5580246913580248,29099.166666666668,0.002711226356526216,7.647390510807468,30
F4RM,Yeast,12,32,3,0.5687991021324355,34185.5,0.002739915403071791,7.797236223501287,30
Random,Yeast,12,32,3,0.5543209876543211,29099.166666666668,0.0026924180060935517,7.658379803611307,30
F4RM,Yeast,12,32,4,0.5624017957351292,34185.5,0.00274237646566083,7.778324770054434,30
Random,Yeast,12,32,4,0.5485970819304152,29099.166666666668,0.0027091220603324474,7.6809153013040055,30
F4RM,Yeast,16,32,1,0.561391694725028,38727.833333333336,0.0022277137031778693,6.137888143769351,30
Random,Yeast,16,32,1,0.5485970819304152,32780.166666666664,0.002206591637029002,6.0670689405825335,30
F4RM,Yeast,16,32,2,0.558361391694725,38727.833333333336,0.002225256955716759,6.07192289767793,30
Random,Yeast,16,32,2,0.560830527497194,32780.166666666664,0.0021755831704164544,5.965848339932704,30
F4RM,Yeast,16,32,3,0.5575757575757575,38727.833333333336,0.00222394309239462,6.118153812997169,30
Random,Yeast,16,32,3,0.5548821548821549,32780.166666666664,0.0021948153618723152,6.021370883408084,30
F4RM,Yeast,16,32,4,0.5490460157126823,38727.833333333336,0.00224301116541028,6.145118097079591,30
Random,Yeast,16,32,4,0.5488215488215488,32780.166666666664,0.002206515381112695,6.038248322080448,30
F4RM,Yeast,20,32,1,0.5629629629629629,39967.333333333336,0.0019752957314873735,5.2335105290768125,30
Random,Yeast,20,32,1,0.5534231200897869,36094.666666666664,0.0019791818922385573,5.195141227980688,30
F4RM,Yeast,20,32,2,0.5499438832772167,39967.333333333336,0.001962191689138611,5.212041884388955,30
Random,Yeast,20,32,2,0.555892255892256,36094.666666666664,0.002016633392001192,5.273541067669421,30
F4RM,Yeast,20,32,3,0.541638608305275,39967.333333333336,0.00199494028929621,5.241821119697676,30
Random,Yeast,20,32,3,0.5452300785634119,36094.666666666664,0.001977350019539396,5.21225676277086,30
F4RM,Yeast,20,32,4,0.5336700336700336,39967.333333333336,0.0019874332511487106,5.2581790011004035,30
Random,Yeast,20,32,4,0.5323232323232323,36094.666666666664,0.001952686036626498,5.193738260031517,30
F4RM,Yeast,24,32,1,0.5523007856341189,40642.333333333336,0.0018064708992217978,4.6869761056520725,30
Random,Yeast,24,32,1,0.5563411896745231,37146.166666666664,0.0017903721697318058,4.6136084260412735,30
F4RM,Yeast,24,32,2,0.5407407407407409,40642.333333333336,0.0018075819321287175,4.696862079102783,30
Random,Yeast,24,32,2,0.5418630751964085,37146.166666666664,0.0017755181451017657,4.622212641973856,30
F4RM,Yeast,24,32,3,0.5223344556677891,40642.333333333336,0.0017992833706860741,4.670164622596385,30
Random,Yeast,24,32,3,0.524354657687991,37146.166666666664,0.0017945776615912715,4.614725921670964,30
F4RM,Yeast,24,32,4,0.5031425364758699,40642.333333333336,0.0017981667343216637,4.655849967281493,30
Random,Yeast,24,32,4,0.5052749719416385,37146.166666666664,0.0017783845309168101,4.6243550758662515,30
F4RM,Yeast,28,32,1,0.5483726150392818,41496.333333333336,0.0017365584421592454,4.385044893895837,30
Random,Yeast,28,32,1,0.5411896745230078,39688.5,0.0017440431246844431,4.405531978420705,30
F4RM,Yeast,28,32,2,0.5179573512906847,41496.333333333336,0.0017505848469833534,4.435442419415371,30
Random,Yeast,28,32,2,0.521324354657688,39688.5,0.0017409804471147556,4.406944484325537,30
F4RM,Yeast,28,32,3,0.4920314253647586,41496.333333333336,0.0017448541979926328,4.410938143951758,30
Random,Yeast,28,32,3,0.49854096520763186,39688.5,0.001731495826970786,4.378025559551688,30
F4RM,Yeast,28,32,4,0.46734006734006744,41496.333333333336,0.0017389055031041304,4.40096772692922,30
Random,Yeast,28,32,4,0.477665544332211,39688.5,0.0017506069620139898,4.397053898685308,30
F4RM,Yeast,32,32,1,0.5231200897867565,36948.5,0.0015165665419772268,3.680284317963319,30
Random,Yeast,32,32,1,0.5217732884399552,35208.333333333336,0.0015020221083735426,3.6711184079021915,30
F4RM,Yeast,32,32,2,0.4772166105499439,36948.5,0.0015469152286338309,3.775828136455196,30
Random,Yeast,32,32,2,0.4901234567901234,35208.333333333336,0.0015103389082166056,3.6708753337554723,30
F4RM,Yeast,32,32,3,0.43714927048260377,36948.5,0.0015229791169986129,3.7233162813482332,30
Random,Yeast,32,32,3,0.4610549943883278,35208.333333333336,0.0014918709251408775,3.6380004438788,30
F4RM,Yeast,32,32,4,0.40931537598204265,36948.5,0.001513448648620397,3.673176568076768,30
Random,Yeast,32,32,4,0.4294051627384961,35208.333333333336,0.0015011694398708642,3.6632205625132612,30
F4RM,Yeast,48,32,1,0.45465768799102135,32304.666666666668,0.001400041599602749,3.114435926297163,30
Random,Yeast,48,32,1,0.4551066217732885,31882.166666666668,0.0013797084257627526,3.1130381062309085,30
F4RM,Yeast,48,32,2,0.3814814814814815,32304.666666666668,0.0013935958966612815,3.1270622981317113,30
Random,Yeast,48,32,2,0.391358024691358,31882.166666666668,0.0013797304903467496,3.079648271274119,30
F4RM,Yeast,48,32,3,0.35151515151515145,32304.666666666668,0.001387059832147012,3.105915722768549,30
Random,Yeast,48,32,3,0.3583613916947249,31882.166666666668,0.001380438827133427,3.107206247366472,30
F4RM,Yeast,48,32,4,0.33344556677890025,32304.666666666668,0.0013883375640337666,3.128296601054009,30
Random,Yeast,48,32,4,0.3392817059483727,31882.166666666668,0.0013681778296207388,3.083992561829244,30
F4RM,Yeast,64,32,1,0.37867564534231213,22687.833333333332,0.001144712530852606,2.2663720481005716,30
Random,Yeast,64,32,1,0.38226711560044896,22573.5,0.0011321235719757776,2.2667412976415537,30
F4RM,Yeast,64,32,2,0.32839506172839517,22687.833333333332,0.0011503430316224695,2.3134496203058235,30
Random,Yeast,64,32,2,0.33075196408529745,22573.5,0.001132150029297918,2.2771745145647015,30
F4RM,Yeast,64,32,3,0.318294051627385,22687.833333333332,0.0011533513277148207,2.2761366804633147,30
Random,Yeast,64,32,3,0.31840628507295177,22573.5,0.001137911167461425,2.290184416742337,30
F4RM,Yeast,64,32,4,0.31582491582491584,22687.833333333332,0.0011506291067538163,2.3142162890212177,30
Random,Yeast,64,32,4,0.31582491582491584,22573.5,0.0011382806386488178,2.297895670974027,30
F4RM,Yeast,2,64,1,0.39023569023569027,34502.5,0.019644511099128674,57.509778431741104,30
Random,Yeast,2,64,1,0.40482603815937157,33886.833333333336,0.01963168744696304,57.43648100635987,30
F4RM,Yeast,2,64,2,0.42491582491582497,34502.5,0.019567385971701393,57.64085275521367,30
Random,Yeast,2,64,2,0.4417508417508416,33886.833333333336,0.019641612404181313,57.19014175610427,30
F4RM,Yeast,2,64,3,0.4469135802469136,34502.5,0.020175586101443817,57.59033408459154,30
Random,Yeast,2,64,3,0.45634118967452303,33886.833333333336,0.019626569495691606,57.4348999399537,30
F4RM,Yeast,2,64,4,0.4628507295173962,34502.5,0.01955360962698857,57.519220001786515,30
Random,Yeast,2,64,4,0.4739618406285074,33886.833333333336,0.01948646946499745,57.08187383439657,30
F4RM,Yeast,4,64,1,0.4537598204264872,37525.833333333336,0.011003091698512435,33.515773718292365,30
Random,Yeast,4,64,1,0.458361391694725,34078.5,0.010997166655336817,33.34225551826267,30
F4RM,Yeast,4,64,2,0.4896745230078563,37525.833333333336,0.011049465268539886,33.613528748482935,30
Random,Yeast,4,64,2,0.4949494949494949,34078.5,0.010976098695149024,33.20182839306083,30
F4RM,Yeast,4,64,3,0.5094276094276095,37525.833333333336,0.011097745962130527,33.66739602548339,30
Random,Yeast,4,64,3,0.5158249158249159,34078.5,0.011029004243512948,33.29901336707953,30
F4RM,Yeast,4,64,4,0.518742985409652,37525.833333333336,0.01107061948083962,33.611087854972524,30
Random,Yeast,4,64,4,0.5316498316498316,34078.5,0.010998934658709913,33.12145500662334,30
F4RM,Yeast,8,64,1,0.5488215488215488,57471.5,0.00657944716901208,20.520515281573257,30
Random,Yeast,8,64,1,0.5307519640852975,43836.666666666664,0.0064966958559428654,19.750846657007266,30
F4RM,Yeast,8,64,2,0.5765432098765433,57471.5,0.00660836527046437,20.54456575939852,30
Random,Yeast,8,64,2,0.559371492704826,43836.666666666664,0.006516452793342372,19.720426157501542,30
F4RM,Yeast,8,64,3,0.58327721661055,57471.5,0.006610829258958498,20.466147562411564,30
Random,Yeast,8,64,3,0.5641975308641974,43836.666666666664,0.006579394463915378,19.997643141178404,30
F4RM,Yeast,8,64,4,0.5837261503928171,57471.5,0.006634854145037631,20.551762917820117,30
Random,Yeast,8,64,4,0.561952861952862,43836.666666666664,0.006487804170077046,19.623386800627816,30
F4RM,Yeast,12,64,1,0.5801346801346801,66366.83333333333,0.004996993066743016,15.310530877942856,30
Random,Yeast,12,64,1,0.5626262626262626,55097.0,0.004946679222242286,14.940834320416858,30
