dataset,system_a,system_b,iso_acc_levels_compared,iso_acc_wins_a,iso_acc_wins_b,iso_mem_levels_compared,iso_mem_wins_a,iso_mem_wins_b,feasible_acc_overlap_lo,feasible_acc_overlap_hi,feasible_mem_overlap_lo,feasible_mem_overlap_hi
Segment,F4RM-WiSARD-cuckoo,FT-Transformer,101,101,0,0,0,0,0.8225108225108224,0.9235209235209235,73916.0,23016.6
Segment,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.529004329004329,0.9662337662337663,409.0,0.0
Segment,F4RMS,Random-WiSARD-dense,101,0,101,49,0,49,0.9021645021645022,0.9636363636363636,20512.0,560270.0
Segment,F4RMS,Random-WiSARD-cuckoo,101,0,101,49,0,49,0.9021645021645022,0.9636363636363636,20512.0,117951.0
Segment,F4RMS,DT,101,0,101,0,0,0,0.9021645021645022,0.9636363636363636,20512.0,14779.0
Segment,F4RMS,RF,101,8,93,50,2,48,0.9424242424242426,0.9636363636363636,56062.0,1446270.0
Segment,F4RMS,CatBoost,0,0,0,50,0,50,0.9704184704184704,0.9636363636363636,118170.66666666667,1446270.0
Segment,F4RMS,XGBoost,0,0,0,49,0,49,0.984848484848485,0.9636363636363636,520191.6,1446270.0
Segment,F4RMS,MLP,101,90,11,49,34,15,0.9021645021645022,0.9584415584415584,20512.0,186908.0
Segment,F4RMS,FT-Transformer,101,101,0,49,49,0,0.9021645021645022,0.9235209235209235,73916.0,413204.0
Segment,F4RMS,TabPFN,0,0,0,0,0,0,0.9021645021645022,0.9636363636363636,20512.0,0.0
Steel Plates,F4RM-WiSARD-dense,Random-WiSARD-dense,101,38,63,49,40,9,0.6544987146529563,0.9830334190231363,1111.0,1088400.0
Steel Plates,F4RM-WiSARD-dense,Random-WiSARD-cuckoo,101,1,100,49,4,45,0.6544987146529563,0.9830334190231363,1111.0,229136.2
Steel Plates,F4RM-WiSARD-dense,DT,101,3,98,50,36,14,0.6544987146529563,0.9922879177377892,1238.0,2201.0
Steel Plates,F4RM-WiSARD-dense,RF,0,0,0,0,0,0,1.0,0.9922879177377892,14849.0,14849.0
Steel Plates,F4RM-WiSARD-dense,CatBoost,0,0,0,0,0,0,1.0,0.9922879177377892,40440.0,40440.0
Steel Plates,F4RM-WiSARD-dense,XGBoost,0,0,0,0,0,0,1.0,0.9922879177377892,87123.0,87123.0
Steel Plates,F4RM-WiSARD-dense,LightGBM,0,0,0,0,0,0,1.0,0.9922879177377892,94387.2,94387.2
Steel Plates,F4RM-WiSARD-dense,MLP,101,0,101,50,0,50,0.9367609254498716,0.9922879177377892,4484.0,199684.0
Steel Plates,F4RM-WiSARD-dense,FT-Transformer,101,98,3,49,48,1,0.8414738646101113,0.9922879177377892,76840.0,285272.0
Steel Plates,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.6544987146529563,0.9922879177377892,1111.0,0.0
Steel Plates,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,101,0,50,50,0,0.6544987146529563,0.9830334190231363,1104.0,283059.2
Steel Plates,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,38,63,50,43,7,0.6544987146529563,0.9830334190231363,233.2,229136.2
Steel Plates,F4RM-WiSARD-cuckoo,DT,101,46,55,50,36,14,0.6544987146529563,0.9922879177377892,1238.0,2201.0
Steel Plates,F4RM-WiSARD-cuckoo,RF,0,0,0,0,0,0,1.0,0.9922879177377892,14849.0,14849.0
Steel Plates,F4RM-WiSARD-cuckoo,CatBoost,0,0,0,0,0,0,1.0,0.9922879177377892,40440.0,40440.0
Steel Plates,F4RM-WiSARD-cuckoo,XGBoost,0,0,0,0,0,0,1.0,0.9922879177377892,87123.0,87123.0
Steel Plates,F4RM-WiSARD-cuckoo,LightGBM,0,0,0,0,0,0,1.0,0.9922879177377892,94387.2,94387.2
Steel Plates,F4RM-WiSARD-cuckoo,MLP,101,33,68,50,1,49,0.9367609254498716,0.9922879177377892,4484.0,199684.0
Steel Plates,F4RM-WiSARD-cuckoo,FT-Transformer,101,101,0,49,49,0,0.8414738646101113,0.9922879177377892,76840.0,283059.2
Steel Plates,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.6544987146529563,0.9922879177377892,233.2,0.0
Steel Plates,F4RMS,Random-WiSARD-dense,101,11,90,50,24,26,0.7048843187660669,0.9830334190231363,16305.0,1088400.0
Steel Plates,F4RMS,Random-WiSARD-cuckoo,101,1,100,50,4,46,0.7048843187660669,0.9830334190231363,16305.0,229136.2
Steel Plates,F4RMS,DT,101,0,101,0,0,0,0.7048843187660669,0.9948586118251928,16305.0,2201.0
Steel Plates,F4RMS,RF,0,0,0,0,0,0,1.0,0.9948586118251928,16305.0,14849.0
Steel Plates,F4RMS,CatBoost,0,0,0,0,0,0,1.0,0.9948586118251928,40440.0,40440.0
Steel Plates,F4RMS,XGBoost,0,0,0,0,0,0,1.0,0.9948586118251928,87123.0,87123.0
Steel Plates,F4RMS,LightGBM,0,0,0,0,0,0,1.0,0.9948586118251928,94387.2,94387.2
Steel Plates,F4RMS,MLP,101,0,101,50,0,50,0.9367609254498716,0.9948586118251928,16305.0,199684.0
Steel Plates,F4RMS,FT-Transformer,101,96,5,49,48,1,0.8414738646101113,0.9948586118251928,76840.0,285272.0
Steel Plates,F4RMS,TabPFN,0,0,0,0,0,0,0.7048843187660669,0.9948586118251928,16305.0,0.0
Vehicle,F4RM-WiSARD-dense,Random-WiSARD-dense,101,15,86,50,29,21,0.4105882352941176,0.7482352941176471,1322.0,37521.0
Vehicle,F4RM-WiSARD-dense,Random-WiSARD-cuckoo,101,3,98,50,0,50,0.4105882352941176,0.7482352941176471,1321.0,37521.0
Vehicle,F4RM-WiSARD-dense,DT,101,51,50,50,14,36,0.4105882352941176,0.723529411764706,1321.0,7156.8
Vehicle,F4RM-WiSARD-dense,RF,101,101,0,0,0,0,0.7211764705882354,0.7494117647058823,77713.4,37521.0
Vehicle,F4RM-WiSARD-dense,CatBoost,101,101,0,0,0,0,0.7411764705882353,0.7494117647058823,79354.66666666667,37521.0
Vehicle,F4RM-WiSARD-dense,XGBoost,0,0,0,0,0,0,0.7588235294117647,0.7494117647058823,484372.2,37521.0
Vehicle,F4RM-WiSARD-dense,LightGBM,101,101,0,0,0,0,0.7341176470588235,0.7494117647058823,544402.2,37521.0
Vehicle,F4RM-WiSARD-dense,MLP,101,101,0,50,50,0,0.4105882352941176,0.7047058823529412,2960.0,37521.0
Vehicle,F4RM-WiSARD-dense,FT-Transformer,101,101,0,0,0,0,0.4105882352941176,0.5960784313725491,73264.0,37521.0
Vehicle,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.4105882352941176,0.7494117647058823,1321.0,0.0
Vehicle,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,101,0,50,50,0,0.4105882352941176,0.7482352941176471,1322.0,7898.6
Vehicle,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,15,86,50,25,25,0.4105882352941176,0.7482352941176471,278.0,7898.6
Vehicle,F4RM-WiSARD-cuckoo,DT,101,101,0,50,50,0,0.4105882352941176,0.723529411764706,1310.0,7156.8
Vehicle,F4RM-WiSARD-cuckoo,RF,101,101,0,0,0,0,0.7211764705882354,0.7494117647058823,77713.4,7898.6
Vehicle,F4RM-WiSARD-cuckoo,CatBoost,101,101,0,0,0,0,0.7411764705882353,0.7494117647058823,79354.66666666667,7898.6
Vehicle,F4RM-WiSARD-cuckoo,XGBoost,0,0,0,0,0,0,0.7588235294117647,0.7494117647058823,484372.2,7898.6
Vehicle,F4RM-WiSARD-cuckoo,LightGBM,101,101,0,0,0,0,0.7341176470588235,0.7494117647058823,544402.2,7898.6
Vehicle,F4RM-WiSARD-cuckoo,MLP,101,101,0,50,50,0,0.4105882352941176,0.7047058823529412,2960.0,7898.6
Vehicle,F4RM-WiSARD-cuckoo,FT-Transformer,101,101,0,0,0,0,0.4105882352941176,0.5960784313725491,73264.0,7898.6
Vehicle,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.4105882352941176,0.7494117647058823,277.4,0.0
Vehicle,F4RMS,Random-WiSARD-dense,101,10,91,50,3,47,0.6705882352941177,0.7482352941176471,16538.0,271345.0
Vehicle,F4RMS,Random-WiSARD-cuckoo,101,0,101,50,0,50,0.6705882352941177,0.7482352941176471,16538.0,57124.8
Vehicle,F4RMS,DT,101,0,101,0,0,0,0.6705882352941177,0.723529411764706,16538.0,7156.8
Vehicle,F4RMS,RF,101,57,44,50,33,13,0.7211764705882354,0.7505882352941177,77713.4,1064387.6
Vehicle,F4RMS,CatBoost,101,75,26,49,15,34,0.7411764705882353,0.7552941176470588,79354.66666666667,366501.3333333333
Vehicle,F4RMS,XGBoost,0,0,0,50,0,50,0.7588235294117647,0.7552941176470588,484372.2,1178228.0
Vehicle,F4RMS,LightGBM,101,84,17,49,8,36,0.7341176470588235,0.7552941176470588,544402.2,762073.8
Vehicle,F4RMS,MLP,101,101,0,50,50,0,0.6705882352941177,0.7047058823529412,16538.0,729872.0
Vehicle,F4RMS,FT-Transformer,0,0,0,50,50,0,0.6705882352941177,0.5960784313725491,73264.0,411912.0
Vehicle,F4RMS,TabPFN,0,0,0,0,0,0,0.6705882352941177,0.7552941176470588,16538.0,0.0
Waveform,F4RM-WiSARD-dense,Random-WiSARD-dense,101,11,90,50,24,26,0.343,0.8485999999999999,2399.0,895760.0
Waveform,F4RM-WiSARD-dense,Random-WiSARD-cuckoo,101,0,101,50,0,50,0.343,0.8485999999999999,2399.0,188580.6
Waveform,F4RM-WiSARD-dense,DT,101,0,101,50,0,50,0.5733999999999999,0.7727999999999999,2399.0,17873.4
Waveform,F4RM-WiSARD-dense,RF,101,17,84,49,14,35,0.8192,0.8486,216224.0,4580928.0
Waveform,F4RM-WiSARD-dense,CatBoost,0,0,0,49,0,49,0.8556666666666667,0.8486,67594.66666666667,306344.0
Waveform,F4RM-WiSARD-dense,XGBoost,0,0,0,50,0,50,0.8513999999999999,0.8486,577110.6,2074121.8
Waveform,F4RM-WiSARD-dense,MLP,0,0,0,50,0,50,0.8636000000000001,0.8486,5644.0,774668.0
Waveform,F4RM-WiSARD-dense,FT-Transformer,101,0,101,50,0,50,0.8413333333333334,0.8486,78764.0,422916.0
Waveform,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.338,0.8486,2399.0,0.0
Waveform,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,99,2,50,49,1,0.343,0.8485999999999999,2389.0,895760.0
Waveform,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,11,90,50,26,24,0.343,0.8485999999999999,504.8,188580.6
Waveform,F4RM-WiSARD-cuckoo,DT,101,14,87,50,14,36,0.5733999999999999,0.7727999999999999,1426.0,17873.4
Waveform,F4RM-WiSARD-cuckoo,RF,101,101,0,49,49,0,0.8192,0.8486,216224.0,964405.2
Waveform,F4RM-WiSARD-cuckoo,CatBoost,0,0,0,49,0,49,0.8556666666666667,0.8486,67594.66666666667,306344.0
Waveform,F4RM-WiSARD-cuckoo,XGBoost,0,0,0,50,0,50,0.8513999999999999,0.8486,577110.6,964405.2
Waveform,F4RM-WiSARD-cuckoo,MLP,0,0,0,50,0,50,0.8636000000000001,0.8486,5644.0,774668.0
Waveform,F4RM-WiSARD-cuckoo,FT-Transformer,101,9,92,50,9,41,0.8413333333333334,0.8486,78764.0,422916.0
Waveform,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.338,0.8486,504.8,0.0
Waveform,F4RMS,Random-WiSARD-dense,101,0,101,0,0,0,0.8399999999999999,0.8485999999999999,1361695.0,895760.0
Waveform,F4RMS,Random-WiSARD-cuckoo,101,0,101,0,0,0,0.8399999999999999,0.8485999999999999,1361695.0,188580.6
Waveform,F4RMS,DT,0,0,0,0,0,0,0.8399999999999999,0.7727999999999999,1361695.0,17873.4
Waveform,F4RMS,RF,101,0,101,49,0,49,0.8399999999999999,0.8496666666666667,1361695.0,8791481.6
Waveform,F4RMS,CatBoost,0,0,0,0,0,0,0.8556666666666667,0.8496666666666667,1361695.0,306344.0
Waveform,F4RMS,XGBoost,0,0,0,49,0,49,0.8513999999999999,0.8496666666666667,1361695.0,2074121.8
Waveform,F4RMS,MLP,0,0,0,0,0,0,0.8636000000000001,0.8496666666666667,1361695.0,774668.0
Waveform,F4RMS,FT-Transformer,101,0,101,0,0,0,0.8413333333333334,0.8496666666666667,1361695.0,422916.0
Waveform,F4RMS,TabPFN,0,0,0,0,0,0,0.8399999999999999,0.8496666666666667,1361695.0,0.0
Wine,F4RM-WiSARD-dense,Random-WiSARD-dense,101,25,76,50,41,9,0.9166666666666666,0.9888888888888889,648.0,2795.0
Wine,F4RM-WiSARD-dense,Random-WiSARD-cuckoo,101,0,101,50,0,50,0.9166666666666666,0.9888888888888889,648.0,1389.8
Wine,F4RM-WiSARD-dense,DT,101,101,0,49,49,0,0.9166666666666666,0.9388888888888889,1846.0,2764.2
Wine,F4RM-WiSARD-dense,RF,101,101,0,0,0,0,0.9333333333333332,0.9777777777777779,13445.6,2795.0
Wine,F4RM-WiSARD-dense,CatBoost,101,101,0,0,0,0,0.9722222222222223,0.9888888888888889,66233.6,2795.0
Wine,F4RM-WiSARD-dense,XGBoost,101,101,0,0,0,0,0.9666666666666668,0.9777777777777779,148644.6,2795.0
Wine,F4RM-WiSARD-dense,LightGBM,101,101,0,0,0,0,0.9555555555555555,0.9666666666666668,140998.6,2795.0
Wine,F4RM-WiSARD-dense,MLP,101,101,0,49,49,0,0.9166666666666666,0.9333333333333333,2188.0,2795.0
Wine,F4RM-WiSARD-dense,FT-Transformer,0,0,0,0,0,0,0.9166666666666666,0.9074074074074074,71852.0,2795.0
Wine,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.9166666666666666,0.9888888888888889,648.0,0.0
Wine,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,101,0,0,0,0,0.9166666666666666,0.9888888888888889,643.0,588.2
Wine,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,25,76,0,0,0,0.9166666666666666,0.9888888888888889,135.6,588.2
Wine,F4RM-WiSARD-cuckoo,DT,101,101,0,0,0,0,0.9166666666666666,0.9388888888888889,1846.0,588.2
Wine,F4RM-WiSARD-cuckoo,RF,101,101,0,0,0,0,0.9333333333333332,0.9777777777777779,13445.6,588.2
Wine,F4RM-WiSARD-cuckoo,CatBoost,101,101,0,0,0,0,0.9722222222222223,0.9888888888888889,66233.6,588.2
Wine,F4RM-WiSARD-cuckoo,XGBoost,101,101,0,0,0,0,0.9666666666666668,0.9777777777777779,148644.6,588.2
Wine,F4RM-WiSARD-cuckoo,LightGBM,101,101,0,0,0,0,0.9555555555555555,0.9666666666666668,140998.6,588.2
Wine,F4RM-WiSARD-cuckoo,MLP,101,101,0,0,0,0,0.9166666666666666,0.9333333333333333,2188.0,588.2
Wine,F4RM-WiSARD-cuckoo,FT-Transformer,0,0,0,0,0,0,0.9166666666666666,0.9074074074074074,71852.0,588.2
Wine,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.9166666666666666,0.9888888888888889,135.6,0.0
Wine,F4RMS,Random-WiSARD-dense,101,0,101,0,0,0,0.9055555555555556,0.9833333333333334,7023.0,6604.0
Wine,F4RMS,Random-WiSARD-cuckoo,101,0,101,0,0,0,0.9055555555555556,0.9833333333333334,7023.0,1389.8
Wine,F4RMS,DT,101,0,101,0,0,0,0.8388888888888889,0.9388888888888889,7023.0,2764.2
Wine,F4RMS,RF,101,101,0,0,0,0,0.9333333333333332,0.9777777777777779,13445.6,7289.0
Wine,F4RMS,CatBoost,101,101,0,0,0,0,0.9722222222222223,0.9833333333333334,66233.6,7289.0
Wine,F4RMS,XGBoost,101,101,0,0,0,0,0.9666666666666668,0.9777777777777779,148644.6,7289.0
Wine,F4RMS,LightGBM,101,101,0,0,0,0,0.9555555555555555,0.9666666666666668,140998.6,7289.0
Wine,F4RMS,MLP,101,100,1,50,0,50,0.5555555555555556,0.9333333333333333,7023.0,7289.0
Wine,F4RMS,FT-Transformer,101,101,0,0,0,0,0.4259259259259259,0.9074074074074074,71852.0,7289.0
Wine,F4RMS,TabPFN,0,0,0,0,0,0,0.4166666666666667,0.9833333333333334,7023.0,0.0
Yeast,F4RM-WiSARD-dense,Random-WiSARD-dense,101,42,59,50,27,23,0.3191919191919192,0.6107744107744109,1161.0,267253.0
Yeast,F4RM-WiSARD-dense,Random-WiSARD-cuckoo,101,0,101,50,0,50,0.3191919191919192,0.6107744107744109,1161.0,56263.4
Yeast,F4RM-WiSARD-dense,DT,101,31,70,50,15,35,0.31851851851851853,0.593939393939394,1414.0,10064.0
Yeast,F4RM-WiSARD-dense,RF,0,0,0,50,0,50,0.6161616161616161,0.6107744107744109,150800.8,301268.0
Yeast,F4RM-WiSARD-dense,CatBoost,0,0,0,0,0,0,0.6464646464646465,0.6107744107744109,155178.66666666666,155178.66666666666
Yeast,F4RM-WiSARD-dense,XGBoost,101,101,0,0,0,0,0.5885521885521886,0.6107744107744109,1203103.8,301268.0
Yeast,F4RM-WiSARD-dense,LightGBM,0,0,0,0,0,0,0.6215488215488215,0.6107744107744109,1283755.4,301268.0
Yeast,F4RM-WiSARD-dense,MLP,101,101,0,50,50,0,0.31851851851851853,0.6,2472.0,301268.0
Yeast,F4RM-WiSARD-dense,FT-Transformer,101,101,0,49,49,0,0.31851851851851853,0.4927048260381594,71496.0,274552.0
Yeast,F4RM-WiSARD-dense,TabPFN,0,0,0,0,0,0,0.31851851851851853,0.6107744107744109,1161.0,0.0
Yeast,F4RM-WiSARD-cuckoo,Random-WiSARD-dense,101,101,0,50,50,0,0.3191919191919192,0.6107744107744109,1129.0,63424.4
Yeast,F4RM-WiSARD-cuckoo,Random-WiSARD-cuckoo,101,42,59,50,26,24,0.3191919191919192,0.6107744107744109,244.2,56263.4
Yeast,F4RM-WiSARD-cuckoo,DT,101,76,25,50,19,31,0.31851851851851853,0.593939393939394,1414.0,10064.0
Yeast,F4RM-WiSARD-cuckoo,RF,0,0,0,0,0,0,0.6161616161616161,0.6107744107744109,150800.8,63424.4
Yeast,F4RM-WiSARD-cuckoo,CatBoost,0,0,0,0,0,0,0.6464646464646465,0.6107744107744109,155178.66666666666,63424.4
Yeast,F4RM-WiSARD-cuckoo,XGBoost,101,101,0,0,0,0,0.5885521885521886,0.6107744107744109,1203103.8,63424.4
Yeast,F4RM-WiSARD-cuckoo,LightGBM,0,0,0,0,0,0,0.6215488215488215,0.6107744107744109,1283755.4,63424.4
Yeast,F4RM-WiSARD-cuckoo,MLP,101,101,0,50,50,0,0.31851851851851853,0.6,2472.0,63424.4
Yeast,F4RM-WiSARD-cuckoo,FT-Transformer,101,101,0,0,0,0,0.31851851851851853,0.4927048260381594,71496.0,63424.4
Yeast,F4RM-WiSARD-cuckoo,TabPFN,0,0,0,0,0,0,0.31851851851851853,0.6107744107744109,244.2,0.0
Yeast,F4RMS,Random-WiSARD-dense,101,1,100,49,9,40,0.4040404040404041,0.6161616161616161,13005.0,267253.0
Yeast,F4RMS,Random-WiSARD-cuckoo,101,0,101,49,0,49,0.4040404040404041,0.6161616161616161,13005.0,56263.4
Yeast,F4RMS,DT,101,0,101,0,0,0,0.4040404040404041,0.593939393939394,13005.0,10064.0
Yeast,F4RMS,RF,101,0,101,50,0,50,0.6161616161616161,0.6161616161616161,150800.8,1417648.0
Yeast,F4RMS,CatBoost,0,0,0,0,0,0,0.6464646464646465,0.6161616161616161,155178.66666666666,155178.66666666666
Yeast,F4RMS,XGBoost,101,96,5,49,1,48,0.5885521885521886,0.6161616161616161,1203103.8,6972888.0
Yeast,F4RMS,LightGBM,0,0,0,0,0,0,0.6215488215488215,0.6161616161616161,1283755.4,1283755.4
Yeast,F4RMS,MLP,101,42,59,49,43,6,0.4040404040404041,0.6,13005.0,710952.0
Yeast,F4RMS,FT-Transformer,101,101,0,49,49,0,0.4040404040404041,0.4927048260381594,71496.0,274552.0
Yeast,F4RMS,TabPFN,0,0,0,0,0,0,0.4040404040404041,0.6161616161616161,13005.0,0.0
